Refid,country,continent,st_design,plant?,setting,species,serotype,plant_serotype,field_sources,field_outcomes,field_serotype,field_purpose,field_risk,field_interv,plant_species,plant_sources,plant_feedstuff,plant_outcomes,plant_serotype,plant_purpose,plant_innoc,plant_lab,plant_risk,plant_surv,plant_interv,trans_species,trans_sources,trans_feedstuff,trans_outcomes,trans_serotype,trans_purpose,trans_risk,retail_species,retail_sources,retail_feedstuff,retail_outcomes,retail_serotype,retail_purpose,retail_innoc,retail_lab,retail_risk,farm_species,farm_sources,farm_feedstuff,farm_outcomes,farm_serotype,farm_purpose,farm_innoc,farm_surv,farm_lab,farm_risk,farm_interv,NR_species,NR_sources,NR_feedstuff,NR_outcomes,NR_serotype,NR_purpose,NR_innoc,NR_surv,NR_lab,NR_risk,NR_interv,Comments
5391,Brazil,South America,Analytical observational,Yes,Feed manufacturing plant,Not Reported,S. Senftenberg,"Not specified / any or all combined / Salmonella spp.,Senftenberg,Mbandaka,Tennessee,Montevideo,Anatum,Infantis,Agona,Orion,Rissen,Worthington,Havana,Cerro,Schwarzengrund,Newport,Idikan,Lexington,Heidelberg,Morehead,O:3,10,O:3,10:eh:-:,O:6,7,O:6,8,O:13,23,O:16,:C:-",,,,,,,Not reported,"feed,equipment,environment","pelleted feed,animal byproducts,Commercial feed,Mash,Soybean meal,corn gluten,wheat bran,Sorghum,milk products,rice bran","Prevalence / proportion positive,Concentration,Molecular characteristics,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Senftenberg,Mbandaka,Tennessee,Montevideo,Anatum,Infantis,Agona,Orion,Rissen,Worthington,Havana,Cerro,Schwarzengrund,Newport,Idikan,Lexington,Heidelberg,Morehead,O:3,10,O:3,10:eh:-:,O:6,7,O:6,8,O:13,23,O:16,:C:-","Estimating prevalence of Salmonella,Estimating concentration of Salmonella,Determining serotypes present,Molecular characterization (descriptive),Comparison of serotypes between sources,Risk factors for prevalence or concentration of Salmonella,Comparison of prevalence between sources",,,"plant characteristics,feed characteristics",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5391,Brazil,South America,Analytical observational,Yes,Feed manufacturing plant,Not Reported,S. Mbandaka,"Not specified / any or all combined / Salmonella spp.,Senftenberg,Mbandaka,Tennessee,Montevideo,Anatum,Infantis,Agona,Orion,Rissen,Worthington,Havana,Cerro,Schwarzengrund,Newport,Idikan,Lexington,Heidelberg,Morehead,O:3,10,O:3,10:eh:-:,O:6,7,O:6,8,O:13,23,O:16,:C:-",,,,,,,Not reported,"feed,equipment,environment","pelleted feed,animal byproducts,Commercial feed,Mash,Soybean meal,corn gluten,wheat bran,Sorghum,milk products,rice bran","Prevalence / proportion positive,Concentration,Molecular characteristics,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Senftenberg,Mbandaka,Tennessee,Montevideo,Anatum,Infantis,Agona,Orion,Rissen,Worthington,Havana,Cerro,Schwarzengrund,Newport,Idikan,Lexington,Heidelberg,Morehead,O:3,10,O:3,10:eh:-:,O:6,7,O:6,8,O:13,23,O:16,:C:-","Estimating prevalence of Salmonella,Estimating concentration of Salmonella,Determining serotypes present,Molecular characterization (descriptive),Comparison of serotypes between sources,Risk factors for prevalence or concentration of Salmonella,Comparison of prevalence between sources",,,"plant characteristics,feed characteristics",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5391,Brazil,South America,Analytical observational,Yes,Feed manufacturing plant,Not Reported,S. Tennessee,"Not specified / any or all combined / Salmonella spp.,Senftenberg,Mbandaka,Tennessee,Montevideo,Anatum,Infantis,Agona,Orion,Rissen,Worthington,Havana,Cerro,Schwarzengrund,Newport,Idikan,Lexington,Heidelberg,Morehead,O:3,10,O:3,10:eh:-:,O:6,7,O:6,8,O:13,23,O:16,:C:-",,,,,,,Not reported,"feed,equipment,environment","pelleted feed,animal byproducts,Commercial feed,Mash,Soybean meal,corn gluten,wheat bran,Sorghum,milk products,rice bran","Prevalence / proportion positive,Concentration,Molecular characteristics,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Senftenberg,Mbandaka,Tennessee,Montevideo,Anatum,Infantis,Agona,Orion,Rissen,Worthington,Havana,Cerro,Schwarzengrund,Newport,Idikan,Lexington,Heidelberg,Morehead,O:3,10,O:3,10:eh:-:,O:6,7,O:6,8,O:13,23,O:16,:C:-","Estimating prevalence of Salmonella,Estimating concentration of Salmonella,Determining serotypes present,Molecular characterization (descriptive),Comparison of serotypes between sources,Risk factors for prevalence or concentration of Salmonella,Comparison of prevalence between sources",,,"plant characteristics,feed characteristics",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5391,Brazil,South America,Analytical observational,Yes,Feed manufacturing plant,Not Reported,S. Montevideo,"Not specified / any or all combined / Salmonella spp.,Senftenberg,Mbandaka,Tennessee,Montevideo,Anatum,Infantis,Agona,Orion,Rissen,Worthington,Havana,Cerro,Schwarzengrund,Newport,Idikan,Lexington,Heidelberg,Morehead,O:3,10,O:3,10:eh:-:,O:6,7,O:6,8,O:13,23,O:16,:C:-",,,,,,,Not reported,"feed,equipment,environment","pelleted feed,animal byproducts,Commercial feed,Mash,Soybean meal,corn gluten,wheat bran,Sorghum,milk products,rice bran","Prevalence / proportion positive,Concentration,Molecular characteristics,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Senftenberg,Mbandaka,Tennessee,Montevideo,Anatum,Infantis,Agona,Orion,Rissen,Worthington,Havana,Cerro,Schwarzengrund,Newport,Idikan,Lexington,Heidelberg,Morehead,O:3,10,O:3,10:eh:-:,O:6,7,O:6,8,O:13,23,O:16,:C:-","Estimating prevalence of Salmonella,Estimating concentration of Salmonella,Determining serotypes present,Molecular characterization (descriptive),Comparison of serotypes between sources,Risk factors for prevalence or concentration of Salmonella,Comparison of prevalence between sources",,,"plant characteristics,feed characteristics",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5391,Brazil,South America,Analytical observational,Yes,Feed manufacturing plant,Not Reported,S. Anatum,"Not specified / any or all combined / Salmonella spp.,Senftenberg,Mbandaka,Tennessee,Montevideo,Anatum,Infantis,Agona,Orion,Rissen,Worthington,Havana,Cerro,Schwarzengrund,Newport,Idikan,Lexington,Heidelberg,Morehead,O:3,10,O:3,10:eh:-:,O:6,7,O:6,8,O:13,23,O:16,:C:-",,,,,,,Not reported,"feed,equipment,environment","pelleted feed,animal byproducts,Commercial feed,Mash,Soybean meal,corn gluten,wheat bran,Sorghum,milk products,rice bran","Prevalence / proportion positive,Concentration,Molecular characteristics,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Senftenberg,Mbandaka,Tennessee,Montevideo,Anatum,Infantis,Agona,Orion,Rissen,Worthington,Havana,Cerro,Schwarzengrund,Newport,Idikan,Lexington,Heidelberg,Morehead,O:3,10,O:3,10:eh:-:,O:6,7,O:6,8,O:13,23,O:16,:C:-","Estimating prevalence of Salmonella,Estimating concentration of Salmonella,Determining serotypes present,Molecular characterization (descriptive),Comparison of serotypes between sources,Risk factors for prevalence or concentration of Salmonella,Comparison of prevalence between sources",,,"plant characteristics,feed characteristics",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5391,Brazil,South America,Analytical observational,Yes,Feed manufacturing plant,Not Reported,S. Infantis,"Not specified / any or all combined / Salmonella spp.,Senftenberg,Mbandaka,Tennessee,Montevideo,Anatum,Infantis,Agona,Orion,Rissen,Worthington,Havana,Cerro,Schwarzengrund,Newport,Idikan,Lexington,Heidelberg,Morehead,O:3,10,O:3,10:eh:-:,O:6,7,O:6,8,O:13,23,O:16,:C:-",,,,,,,Not reported,"feed,equipment,environment","pelleted feed,animal byproducts,Commercial feed,Mash,Soybean meal,corn gluten,wheat bran,Sorghum,milk products,rice bran","Prevalence / proportion positive,Concentration,Molecular characteristics,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Senftenberg,Mbandaka,Tennessee,Montevideo,Anatum,Infantis,Agona,Orion,Rissen,Worthington,Havana,Cerro,Schwarzengrund,Newport,Idikan,Lexington,Heidelberg,Morehead,O:3,10,O:3,10:eh:-:,O:6,7,O:6,8,O:13,23,O:16,:C:-","Estimating prevalence of Salmonella,Estimating concentration of Salmonella,Determining serotypes present,Molecular characterization (descriptive),Comparison of serotypes between sources,Risk factors for prevalence or concentration of Salmonella,Comparison of prevalence between sources",,,"plant characteristics,feed characteristics",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5391,Brazil,South America,Analytical observational,Yes,Feed manufacturing plant,Not Reported,S. Agona,"Not specified / any or all combined / Salmonella spp.,Senftenberg,Mbandaka,Tennessee,Montevideo,Anatum,Infantis,Agona,Orion,Rissen,Worthington,Havana,Cerro,Schwarzengrund,Newport,Idikan,Lexington,Heidelberg,Morehead,O:3,10,O:3,10:eh:-:,O:6,7,O:6,8,O:13,23,O:16,:C:-",,,,,,,Not reported,"feed,equipment,environment","pelleted feed,animal byproducts,Commercial feed,Mash,Soybean meal,corn gluten,wheat bran,Sorghum,milk products,rice bran","Prevalence / proportion positive,Concentration,Molecular characteristics,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Senftenberg,Mbandaka,Tennessee,Montevideo,Anatum,Infantis,Agona,Orion,Rissen,Worthington,Havana,Cerro,Schwarzengrund,Newport,Idikan,Lexington,Heidelberg,Morehead,O:3,10,O:3,10:eh:-:,O:6,7,O:6,8,O:13,23,O:16,:C:-","Estimating prevalence of Salmonella,Estimating concentration of Salmonella,Determining serotypes present,Molecular characterization (descriptive),Comparison of serotypes between sources,Risk factors for prevalence or concentration of Salmonella,Comparison of prevalence between sources",,,"plant characteristics,feed characteristics",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5391,Brazil,South America,Analytical observational,Yes,Feed manufacturing plant,Not Reported,S. Schwarzengrund,"Not specified / any or all combined / Salmonella spp.,Senftenberg,Mbandaka,Tennessee,Montevideo,Anatum,Infantis,Agona,Orion,Rissen,Worthington,Havana,Cerro,Schwarzengrund,Newport,Idikan,Lexington,Heidelberg,Morehead,O:3,10,O:3,10:eh:-:,O:6,7,O:6,8,O:13,23,O:16,:C:-",,,,,,,Not reported,"feed,equipment,environment","pelleted feed,animal byproducts,Commercial feed,Mash,Soybean meal,corn gluten,wheat bran,Sorghum,milk products,rice bran","Prevalence / proportion positive,Concentration,Molecular characteristics,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Senftenberg,Mbandaka,Tennessee,Montevideo,Anatum,Infantis,Agona,Orion,Rissen,Worthington,Havana,Cerro,Schwarzengrund,Newport,Idikan,Lexington,Heidelberg,Morehead,O:3,10,O:3,10:eh:-:,O:6,7,O:6,8,O:13,23,O:16,:C:-","Estimating prevalence of Salmonella,Estimating concentration of Salmonella,Determining serotypes present,Molecular characterization (descriptive),Comparison of serotypes between sources,Risk factors for prevalence or concentration of Salmonella,Comparison of prevalence between sources",,,"plant characteristics,feed characteristics",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3346,Not reported,Not Reported,"Molecular studies (e.g. categorization from isolate banks, AMR etc)",Yes,Feed manufacturing plant,Poultry,S. Senftenberg,Senftenberg,,,,,,,"Poultry, not further specified",feed,"Not reported,Soy","Molecular characteristics,Serotype(s) present in food / food environment / food equipment",Senftenberg,Molecular characterization (descriptive),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The desiccation experiment is not relevant because it did not involve feed nor did it simulate the feed factory environment.
4441,Not reported,Not Reported,"Molecular studies (e.g. categorization from isolate banks, AMR etc)",Yes,Feed manufacturing plant,Poultry,S. Enteritidis,"4,12:d:-,Enteritidis,Kedougou,Agama,Binza",,,,,,,Broiler chickens,not specified,,"Molecular characteristics,Reported &ldquo;Salmonella present&rdquo; (or +) without a denominator,Serotype(s) present in food / food environment / food equipment","4,12:d:-,Enteritidis,Kedougou,Agama,Binza","Determining serotypes present,Molecular characterization (descriptive)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4544,Not reported,Not Reported,Single group observational,Yes,Feed manufacturing plant,Poultry,S. Senftenberg,"Senftenberg,Mbandaka,Montevideo,Agona,4,12:d:-,Typhimurium,Braenderup,Enteritidis,Kedougou,Havana,Ohio,Derby,Kottbus,Newport,Indiana,Hadar,Agama,Ajiobo,Binza,Stourbridge,6,7:z:1,5,S6,7.k.-,S6,7.-.-",,,,,,,Broiler chickens,"feed,equipment,environment",dry grain,"Prevalence / proportion positive,Serotype(s) present in food / food environment / food equipment","Senftenberg,Mbandaka,Montevideo,Agona,4,12:d:-,Typhimurium,Braenderup,Enteritidis,Kedougou,Havana,Ohio,Derby,Kottbus,Newport,Indiana,Hadar,Agama,Ajiobo,Binza,Stourbridge,6,7:z:1,5,S6,7.k.-,S6,7.-.-","Estimating prevalence of Salmonella,Determining serotypes present,Comparison of serotypes between sources,Comparison of prevalence between sources",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4544,Not reported,Not Reported,Single group observational,Yes,Feed manufacturing plant,Poultry,S. Mbandaka,"Senftenberg,Mbandaka,Montevideo,Agona,4,12:d:-,Typhimurium,Braenderup,Enteritidis,Kedougou,Havana,Ohio,Derby,Kottbus,Newport,Indiana,Hadar,Agama,Ajiobo,Binza,Stourbridge,6,7:z:1,5,S6,7.k.-,S6,7.-.-",,,,,,,Broiler chickens,"feed,equipment,environment",dry grain,"Prevalence / proportion positive,Serotype(s) present in food / food environment / food equipment","Senftenberg,Mbandaka,Montevideo,Agona,4,12:d:-,Typhimurium,Braenderup,Enteritidis,Kedougou,Havana,Ohio,Derby,Kottbus,Newport,Indiana,Hadar,Agama,Ajiobo,Binza,Stourbridge,6,7:z:1,5,S6,7.k.-,S6,7.-.-","Estimating prevalence of Salmonella,Determining serotypes present,Comparison of serotypes between sources,Comparison of prevalence between sources",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4544,Not reported,Not Reported,Single group observational,Yes,Feed manufacturing plant,Poultry,S. Montevideo,"Senftenberg,Mbandaka,Montevideo,Agona,4,12:d:-,Typhimurium,Braenderup,Enteritidis,Kedougou,Havana,Ohio,Derby,Kottbus,Newport,Indiana,Hadar,Agama,Ajiobo,Binza,Stourbridge,6,7:z:1,5,S6,7.k.-,S6,7.-.-",,,,,,,Broiler chickens,"feed,equipment,environment",dry grain,"Prevalence / proportion positive,Serotype(s) present in food / food environment / food equipment","Senftenberg,Mbandaka,Montevideo,Agona,4,12:d:-,Typhimurium,Braenderup,Enteritidis,Kedougou,Havana,Ohio,Derby,Kottbus,Newport,Indiana,Hadar,Agama,Ajiobo,Binza,Stourbridge,6,7:z:1,5,S6,7.k.-,S6,7.-.-","Estimating prevalence of Salmonella,Determining serotypes present,Comparison of serotypes between sources,Comparison of prevalence between sources",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4544,Not reported,Not Reported,Single group observational,Yes,Feed manufacturing plant,Poultry,S. Agona,"Senftenberg,Mbandaka,Montevideo,Agona,4,12:d:-,Typhimurium,Braenderup,Enteritidis,Kedougou,Havana,Ohio,Derby,Kottbus,Newport,Indiana,Hadar,Agama,Ajiobo,Binza,Stourbridge,6,7:z:1,5,S6,7.k.-,S6,7.-.-",,,,,,,Broiler chickens,"feed,equipment,environment",dry grain,"Prevalence / proportion positive,Serotype(s) present in food / food environment / food equipment","Senftenberg,Mbandaka,Montevideo,Agona,4,12:d:-,Typhimurium,Braenderup,Enteritidis,Kedougou,Havana,Ohio,Derby,Kottbus,Newport,Indiana,Hadar,Agama,Ajiobo,Binza,Stourbridge,6,7:z:1,5,S6,7.k.-,S6,7.-.-","Estimating prevalence of Salmonella,Determining serotypes present,Comparison of serotypes between sources,Comparison of prevalence between sources",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4544,Not reported,Not Reported,Single group observational,Yes,Feed manufacturing plant,Poultry,S. Typhimurium,"Senftenberg,Mbandaka,Montevideo,Agona,4,12:d:-,Typhimurium,Braenderup,Enteritidis,Kedougou,Havana,Ohio,Derby,Kottbus,Newport,Indiana,Hadar,Agama,Ajiobo,Binza,Stourbridge,6,7:z:1,5,S6,7.k.-,S6,7.-.-",,,,,,,Broiler chickens,"feed,equipment,environment",dry grain,"Prevalence / proportion positive,Serotype(s) present in food / food environment / food equipment","Senftenberg,Mbandaka,Montevideo,Agona,4,12:d:-,Typhimurium,Braenderup,Enteritidis,Kedougou,Havana,Ohio,Derby,Kottbus,Newport,Indiana,Hadar,Agama,Ajiobo,Binza,Stourbridge,6,7:z:1,5,S6,7.k.-,S6,7.-.-","Estimating prevalence of Salmonella,Determining serotypes present,Comparison of serotypes between sources,Comparison of prevalence between sources",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4544,Not reported,Not Reported,Single group observational,Yes,Feed manufacturing plant,Poultry,S. Enteritidis,"Senftenberg,Mbandaka,Montevideo,Agona,4,12:d:-,Typhimurium,Braenderup,Enteritidis,Kedougou,Havana,Ohio,Derby,Kottbus,Newport,Indiana,Hadar,Agama,Ajiobo,Binza,Stourbridge,6,7:z:1,5,S6,7.k.-,S6,7.-.-",,,,,,,Broiler chickens,"feed,equipment,environment",dry grain,"Prevalence / proportion positive,Serotype(s) present in food / food environment / food equipment","Senftenberg,Mbandaka,Montevideo,Agona,4,12:d:-,Typhimurium,Braenderup,Enteritidis,Kedougou,Havana,Ohio,Derby,Kottbus,Newport,Indiana,Hadar,Agama,Ajiobo,Binza,Stourbridge,6,7:z:1,5,S6,7.k.-,S6,7.-.-","Estimating prevalence of Salmonella,Determining serotypes present,Comparison of serotypes between sources,Comparison of prevalence between sources",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5295,Not reported,Not Reported,Diagnostic test evaluation,Yes,Feed manufacturing plant,Poultry,S. spp,Not specified / any or all combined / Salmonella spp.,,,,,,,"Poultry, not further specified",feed,Not reported,Results were combined among sample types,Not specified / any or all combined / Salmonella spp.,"Development of validation of methods for detection of Salmonella,Estimating prevalence of Salmonella",Naturally infected,"Culture-based,DNA-based,Enrichment methods,Other",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"For prevalence, results were combined among sample types. For feed-specific results, outcome was % false negative, % false positive"
5801,Not reported,Not Reported,Clinical / field trial with natural disease exposure,Yes,Feed manufacturing plant,Poultry,S. Senftenberg,"Senftenberg,Agona,Braenderup,Ohio,Heidelberg,Tallahasse",,,,,,,"Laying hens,Chickens, not further specified",feed,"pelleted feed,Mash","Prevalence / proportion positive,Molecular characteristics,Serotype(s) present in food / food environment / food equipment","Senftenberg,Agona,Braenderup,Ohio,Heidelberg,Tallahasse","Estimating prevalence of Salmonella,Determining serotypes present,Molecular characterization (descriptive),Evaluation of interventions to reduce Salmonella",,,,,steam conditioners,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5801,Not reported,Not Reported,Clinical / field trial with natural disease exposure,Yes,Feed manufacturing plant,Poultry,S. Agona,"Senftenberg,Agona,Braenderup,Ohio,Heidelberg,Tallahasse",,,,,,,"Laying hens,Chickens, not further specified",feed,"pelleted feed,Mash","Prevalence / proportion positive,Molecular characteristics,Serotype(s) present in food / food environment / food equipment","Senftenberg,Agona,Braenderup,Ohio,Heidelberg,Tallahasse","Estimating prevalence of Salmonella,Determining serotypes present,Molecular characterization (descriptive),Evaluation of interventions to reduce Salmonella",,,,,steam conditioners,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9307,Not reported,Not Reported,Single group observational,Yes,Feed manufacturing plant,Poultry,S. spp,"Not specified / any or all combined / Salmonella spp.,Enteritidis,Ibadan,Kibi,Aba,Bochum,Cannobio,Chandans,Etterbeek,Hithergreen,Mango,Plymouth,Sangera,Somone,Stockholm,Wangata,Wien,Ploufragan,Morillons",,,,,,,"Poultry, not further specified,Not reported","feed,environment",cocoa bean shell,"Prevalence / proportion positive,Reported &ldquo;Salmonella absent&rdquo; (or -) without a denominator,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Enteritidis,Ibadan,Kibi,Aba,Bochum,Cannobio,Chandans,Etterbeek,Hithergreen,Mango,Plymouth,Sangera,Somone,Stockholm,Wangata,Wien,Ploufragan,Morillons","Estimating prevalence of Salmonella,Determining serotypes present",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9307,Not reported,Not Reported,Single group observational,Yes,Feed manufacturing plant,Poultry,S. Enteritidis,"Not specified / any or all combined / Salmonella spp.,Enteritidis,Ibadan,Kibi,Aba,Bochum,Cannobio,Chandans,Etterbeek,Hithergreen,Mango,Plymouth,Sangera,Somone,Stockholm,Wangata,Wien,Ploufragan,Morillons",,,,,,,"Poultry, not further specified,Not reported","feed,environment",cocoa bean shell,"Prevalence / proportion positive,Reported &ldquo;Salmonella absent&rdquo; (or -) without a denominator,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Enteritidis,Ibadan,Kibi,Aba,Bochum,Cannobio,Chandans,Etterbeek,Hithergreen,Mango,Plymouth,Sangera,Somone,Stockholm,Wangata,Wien,Ploufragan,Morillons","Estimating prevalence of Salmonella,Determining serotypes present",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9687,Not reported,Not Reported,Single group observational,Yes,Feed manufacturing plant,Poultry,S. spp,Not specified / any or all combined / Salmonella spp.,,,,,,,"Poultry, not further specified",feed,animal byproducts,Prevalence / proportion positive,Not specified / any or all combined / Salmonella spp.,Estimating prevalence of Salmonella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5719,Not reported,Not Reported,Analytical observational,Yes,"Feed manufacturing plant,Feed transportation (e.g. feed trucks)",Poultry,S. spp,Not specified / any or all combined / Salmonella spp.,,,,,,,Broiler chickens,"feed,environment","Not reported,pelleted feed",Prevalence / proportion positive,Not specified / any or all combined / Salmonella spp.,"Estimating prevalence of Salmonella,Evaluation of interventions to reduce Salmonella,Comparison of prevalence between sources",,,,,heat,Broiler chickens,equipment,,Results were combined among sample types,Not specified / any or all combined / Salmonella spp.,Estimating prevalence of Salmonella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3656,Not reported,Not Reported,Single group observational,Yes,"Feed manufacturing plant,On-farm (including farmed fish sites)",Poultry,S. spp,"Not specified / any or all combined / Salmonella spp.,Bredeney,Schwarzengrund",,,,,,,Broiler chickens,feed,Not reported,"Reported &ldquo;Salmonella present&rdquo; (or +) without a denominator,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Bredeney,Schwarzengrund","Estimating prevalence of Salmonella,Determining serotypes present,Comparison of serotypes between sources",,,,,,,,,,,,,,,,,,,,,,Broiler chickens,"feed,equipment",Not specified,"Reported &ldquo;Salmonella present&rdquo; (or +) without a denominator,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Kentucky","Estimating prevalence of Salmonella,Determining serotypes present,Comparison of serotypes between sources",,,,,,,,,,,,,,,,,
3656,Not reported,Not Reported,Single group observational,Yes,"Feed manufacturing plant,On-farm (including farmed fish sites)",Poultry,S. Schwarzengrund,"Not specified / any or all combined / Salmonella spp.,Bredeney,Schwarzengrund",,,,,,,Broiler chickens,feed,Not reported,"Reported &ldquo;Salmonella present&rdquo; (or +) without a denominator,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Bredeney,Schwarzengrund","Estimating prevalence of Salmonella,Determining serotypes present,Comparison of serotypes between sources",,,,,,,,,,,,,,,,,,,,,,Broiler chickens,"feed,equipment",Not specified,"Reported &ldquo;Salmonella present&rdquo; (or +) without a denominator,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Kentucky","Estimating prevalence of Salmonella,Determining serotypes present,Comparison of serotypes between sources",,,,,,,,,,,,,,,,,
5001,Not reported,Not Reported,Analytical observational,Yes,"Feed manufacturing plant,On-farm (including farmed fish sites)",Poultry,S. Senftenberg,"Senftenberg,Mbandaka,Montevideo,Schwarzewngrund,Anatum,Infantis,Agona,Typhimurium,Rissen,Cubana,Enteritidis,Derby,Agama,California,Broughton,O13, 19: non-motile",,,,,,,Broiler chickens,"feed,equipment,environment","pelleted feed,animal byproducts,Mash,Wheat grain,meat meal,Soya","Prevalence / proportion positive,Results were combined among sample types,Serotype(s) present in food / food environment / food equipment","Senftenberg,Mbandaka,Montevideo,Schwarzewngrund,Anatum,Infantis,Agona,Typhimurium,Rissen,Cubana,Enteritidis,Derby,Agama,California,Broughton,O13, 19: non-motile","Molecular characterization (descriptive),Comparison of serotypes between sources,Comparison of prevalence between sources",,,,,,,,,,,,,,,,,,,,,,Broiler chickens,"feed,equipment,environment",Not specified,"Results were combined among sample types,Reported &ldquo;Salmonella present&rdquo; (or +) without a denominator,Serotype(s) present in food / food environment / food equipment","Anatum,Ealing,13,19: non-motile","Estimating prevalence of Salmonella,Determining serotypes present,Molecular characterization (descriptive)",,,,,,,,,,,,,,,,,
5001,Not reported,Not Reported,Analytical observational,Yes,"Feed manufacturing plant,On-farm (including farmed fish sites)",Poultry,S. Mbandaka,"Senftenberg,Mbandaka,Montevideo,Schwarzewngrund,Anatum,Infantis,Agona,Typhimurium,Rissen,Cubana,Enteritidis,Derby,Agama,California,Broughton,O13, 19: non-motile",,,,,,,Broiler chickens,"feed,equipment,environment","pelleted feed,animal byproducts,Mash,Wheat grain,meat meal,Soya","Prevalence / proportion positive,Results were combined among sample types,Serotype(s) present in food / food environment / food equipment","Senftenberg,Mbandaka,Montevideo,Schwarzewngrund,Anatum,Infantis,Agona,Typhimurium,Rissen,Cubana,Enteritidis,Derby,Agama,California,Broughton,O13, 19: non-motile","Molecular characterization (descriptive),Comparison of serotypes between sources,Comparison of prevalence between sources",,,,,,,,,,,,,,,,,,,,,,Broiler chickens,"feed,equipment,environment",Not specified,"Results were combined among sample types,Reported &ldquo;Salmonella present&rdquo; (or +) without a denominator,Serotype(s) present in food / food environment / food equipment","Anatum,Ealing,13,19: non-motile","Estimating prevalence of Salmonella,Determining serotypes present,Molecular characterization (descriptive)",,,,,,,,,,,,,,,,,
5001,Not reported,Not Reported,Analytical observational,Yes,"Feed manufacturing plant,On-farm (including farmed fish sites)",Poultry,S. Montevideo,"Senftenberg,Mbandaka,Montevideo,Schwarzewngrund,Anatum,Infantis,Agona,Typhimurium,Rissen,Cubana,Enteritidis,Derby,Agama,California,Broughton,O13, 19: non-motile",,,,,,,Broiler chickens,"feed,equipment,environment","pelleted feed,animal byproducts,Mash,Wheat grain,meat meal,Soya","Prevalence / proportion positive,Results were combined among sample types,Serotype(s) present in food / food environment / food equipment","Senftenberg,Mbandaka,Montevideo,Schwarzewngrund,Anatum,Infantis,Agona,Typhimurium,Rissen,Cubana,Enteritidis,Derby,Agama,California,Broughton,O13, 19: non-motile","Molecular characterization (descriptive),Comparison of serotypes between sources,Comparison of prevalence between sources",,,,,,,,,,,,,,,,,,,,,,Broiler chickens,"feed,equipment,environment",Not specified,"Results were combined among sample types,Reported &ldquo;Salmonella present&rdquo; (or +) without a denominator,Serotype(s) present in food / food environment / food equipment","Anatum,Ealing,13,19: non-motile","Estimating prevalence of Salmonella,Determining serotypes present,Molecular characterization (descriptive)",,,,,,,,,,,,,,,,,
