Refid,country,continent,st_design,farm?,setting,species,serotype,farm_serotype,field_sources,field_outcomes,field_serotype,field_purpose,field_risk,field_interv,plant_species,plant_sources,plant_feedstuff,plant_outcomes,plant_serotype,plant_purpose,plant_innoc,plant_lab,plant_risk,plant_surv,plant_interv,trans_species,trans_sources,trans_feedstuff,trans_outcomes,trans_serotype,trans_purpose,trans_risk,retail_species,retail_sources,retail_feedstuff,retail_outcomes,retail_serotype,retail_purpose,retail_innoc,retail_lab,retail_risk,farm_species,farm_sources,farm_feedstuff,farm_outcomes,farm_serotype,farm_purpose,farm_innoc,farm_surv,farm_lab,farm_risk,farm_interv,NR_species,NR_sources,NR_feedstuff,NR_outcomes,NR_serotype,NR_purpose,NR_innoc,NR_surv,NR_lab,NR_risk,NR_interv,Comments
5098,USA,North America,Analytical observational,Yes,On-farm (including farmed fish sites),Swine,S. Anatum,"Not specified / any or all combined / Salmonella spp.,Senftenberg,Mbandaka,Montevideo,Anatum,Infantis,Agona,Heidelberg,Orion,Derby,Worthington,Kentucky,Oranienburg,Arkansas",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Swine,feed,"dry grain,pelleted feed,animal byproducts,Not specified,Soybean meal,corn,Whey","Prevalence / proportion positive,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Senftenberg,Mbandaka,Montevideo,Anatum,Infantis,Agona,Heidelberg,Orion,Derby,Worthington,Kentucky,Oranienburg,Arkansas","Estimating prevalence of Salmonella,Determining serotypes present,Risk factors for prevalence or concentration of Salmonella",,,,farm characteristics,,,,,,,,,,,,,milk was a component of the pigs' diet. There was an on-farm feed mill in this study (I counted it as part of the farm data).
5098,USA,North America,Analytical observational,Yes,On-farm (including farmed fish sites),Swine,S. Infantis,"Not specified / any or all combined / Salmonella spp.,Senftenberg,Mbandaka,Montevideo,Anatum,Infantis,Agona,Heidelberg,Orion,Derby,Worthington,Kentucky,Oranienburg,Arkansas",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Swine,feed,"dry grain,pelleted feed,animal byproducts,Not specified,Soybean meal,corn,Whey","Prevalence / proportion positive,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Senftenberg,Mbandaka,Montevideo,Anatum,Infantis,Agona,Heidelberg,Orion,Derby,Worthington,Kentucky,Oranienburg,Arkansas","Estimating prevalence of Salmonella,Determining serotypes present,Risk factors for prevalence or concentration of Salmonella",,,,farm characteristics,,,,,,,,,,,,,milk was a component of the pigs' diet. There was an on-farm feed mill in this study (I counted it as part of the farm data).
5098,USA,North America,Analytical observational,Yes,On-farm (including farmed fish sites),Swine,S. Worthington,"Not specified / any or all combined / Salmonella spp.,Senftenberg,Mbandaka,Montevideo,Anatum,Infantis,Agona,Heidelberg,Orion,Derby,Worthington,Kentucky,Oranienburg,Arkansas",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Swine,feed,"dry grain,pelleted feed,animal byproducts,Not specified,Soybean meal,corn,Whey","Prevalence / proportion positive,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Senftenberg,Mbandaka,Montevideo,Anatum,Infantis,Agona,Heidelberg,Orion,Derby,Worthington,Kentucky,Oranienburg,Arkansas","Estimating prevalence of Salmonella,Determining serotypes present,Risk factors for prevalence or concentration of Salmonella",,,,farm characteristics,,,,,,,,,,,,,milk was a component of the pigs' diet. There was an on-farm feed mill in this study (I counted it as part of the farm data).
5098,USA,North America,Analytical observational,Yes,On-farm (including farmed fish sites),Swine,S. Kentucky,"Not specified / any or all combined / Salmonella spp.,Senftenberg,Mbandaka,Montevideo,Anatum,Infantis,Agona,Heidelberg,Orion,Derby,Worthington,Kentucky,Oranienburg,Arkansas",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Swine,feed,"dry grain,pelleted feed,animal byproducts,Not specified,Soybean meal,corn,Whey","Prevalence / proportion positive,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Senftenberg,Mbandaka,Montevideo,Anatum,Infantis,Agona,Heidelberg,Orion,Derby,Worthington,Kentucky,Oranienburg,Arkansas","Estimating prevalence of Salmonella,Determining serotypes present,Risk factors for prevalence or concentration of Salmonella",,,,farm characteristics,,,,,,,,,,,,,milk was a component of the pigs' diet. There was an on-farm feed mill in this study (I counted it as part of the farm data).
5098,USA,North America,Analytical observational,Yes,On-farm (including farmed fish sites),Swine,S. Derby,"Not specified / any or all combined / Salmonella spp.,Senftenberg,Mbandaka,Montevideo,Anatum,Infantis,Agona,Heidelberg,Orion,Derby,Worthington,Kentucky,Oranienburg,Arkansas",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Swine,feed,"dry grain,pelleted feed,animal byproducts,Not specified,Soybean meal,corn,Whey","Prevalence / proportion positive,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Senftenberg,Mbandaka,Montevideo,Anatum,Infantis,Agona,Heidelberg,Orion,Derby,Worthington,Kentucky,Oranienburg,Arkansas","Estimating prevalence of Salmonella,Determining serotypes present,Risk factors for prevalence or concentration of Salmonella",,,,farm characteristics,,,,,,,,,,,,,milk was a component of the pigs' diet. There was an on-farm feed mill in this study (I counted it as part of the farm data).
7804,USA,North America,Analytical observational,Yes,On-farm (including farmed fish sites),Swine,S. spp,Not specified / any or all combined / Salmonella spp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Swine,feed,"Not specified,corn",Prevalence / proportion positive,Not specified / any or all combined / Salmonella spp.,"Estimating prevalence of Salmonella,Risk factors for prevalence or concentration of Salmonella",,,,"geographic region,feed characteristics",,,,,,,,,,,,,
9720,Canada,North America,"Laboratory study (experimental, something manipulated)",Yes,On-farm (including farmed fish sites),Not Reported,S. spp,Not specified / any or all combined / Salmonella spp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not reported,feed,poultry manure,"Reported &ldquo;Salmonella present&rdquo; (or +) without a denominator,Reported &ldquo;Salmonella absent&rdquo; (or -) without a denominator",Not specified / any or all combined / Salmonella spp.,"Estimating prevalence of Salmonella,Evaluation of interventions to reduce Salmonella",,,,,"drying, temperature",,,,,,,,,,,,
1127,USA,North America,Diagnostic test evaluation,Yes,On-farm (including farmed fish sites),Not Reported,S. spp,"Not specified / any or all combined / Salmonella spp.,Meleagridis,Havana",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not reported,feed,"calf milk replacer,Colostrum,Hay","Prevalence / proportion positive,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Meleagridis,Havana",Development of validation of methods for detection of Salmonella,Naturally infected,,"Culture-based,DNA-based,Enrichment methods",,,,,,,,,,,,,,"Some of what they called ""feed"" are probably not for livestock, but captive reptiles (frozen rodents) and dogs or cats (raw meat, ""various types of chow""). They compared enrichment + PCR to culture. From the wording, it sounds like all feed specimens tested were naturally contaminated."
3488,Australia,Oceania,Single group observational,Yes,On-farm (including farmed fish sites),Cattle or Buffalo,S. spp,Not specified / any or all combined / Salmonella spp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dairy cattle,feed,"dry grain,vegetable oil","Reported &ldquo;Salmonella absent&rdquo; (or -) without a denominator,Serotype(s) present in food / food environment / food equipment",Not specified / any or all combined / Salmonella spp.,Outbreak investigation,,,,,,,,,,,,,,,,,
4315,Australia,Oceania,Single group observational,Yes,"Feed manufacturing plant,On-farm (including farmed fish sites)",Poultry,S. Infantis,S. Infantis,,,,,,,Laying hens,feed,meat meal,"Reported &ldquo;Salmonella present&rdquo; (or +) without a denominator,Serotype(s) present in food / food environment / food equipment",Johannesburg,"Determining serotypes present,Outbreak investigation",,,,,,,,,,,,,,,,,,,,,,Laying hens,environment,,"Reported &ldquo;Salmonella present&rdquo; (or +) without a denominator,Serotype(s) present in food / food environment / food equipment","Infantis,Agona","Determining serotypes present,Outbreak investigation",,,,,,,,,,,,,,,,,"I know we're not supposed to extract Determining serotypes present for an outbreak, but in this study, they found serotypes that weren't the cause of the outbreak, so I extracted them."
243,Australia,Oceania,Analytical observational,Yes,On-farm (including farmed fish sites),Poultry,S. spp,Not specified / any or all combined / Salmonella spp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laying hens,feed,Not specified,"Prevalence / proportion positive,Results were combined among sample types",Not specified / any or all combined / Salmonella spp.,"Estimating prevalence of Salmonella,Determining serotypes present",,,,,,,,,,,,,,,,,
607,Venezuela,South America,Single group observational,Yes,On-farm (including farmed fish sites),Cattle or Buffalo,S. spp,Not specified / any or all combined / Salmonella spp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dairy cattle,Beef cattle",feed,"poultry litter intended as feed,commercial feed, not otherwise specified",Prevalence / proportion positive,Not specified / any or all combined / Salmonella spp.,Estimating prevalence of Salmonella,,,,,,,,,,,,,,,,,"""dual-purpose"" cattle. They reported AMR, but did not do so separately for feed."
6858,Brazil,South America,Single group observational,Yes,On-farm (including farmed fish sites),Fish,S. spp,Not specified / any or all combined / Salmonella spp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fish  / shellfish,feed,animal byproducts,Prevalence / proportion positive,Not specified / any or all combined / Salmonella spp.,Estimating prevalence of Salmonella,,,,,,,,,,,,,,,,,All feed samples were negative for Salmonella.
1168,Argentina,South America,Analytical observational,Yes,On-farm (including farmed fish sites),Poultry,S. spp,"Not specified / any or all combined / Salmonella spp.,Mbandaka,Montevideo,Schwarzewngrund,Infantis,Enteritidis,Stanley,Newport,LIvingstone,Rissen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laying hens,feed,Not specified,"Prevalence / proportion positive,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Mbandaka,Montevideo,Schwarzewngrund,Infantis,Enteritidis,Stanley,Newport,LIvingstone,Rissen","Development of validation of methods for detection of Salmonella,Estimating prevalence of Salmonella,Determining serotypes present",Naturally infected,,"Culture-based,DNA-based",,,,,,,,,,,,,,
1168,Argentina,South America,Analytical observational,Yes,On-farm (including farmed fish sites),Poultry,S. Mbandaka,"Not specified / any or all combined / Salmonella spp.,Mbandaka,Montevideo,Schwarzewngrund,Infantis,Enteritidis,Stanley,Newport,LIvingstone,Rissen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laying hens,feed,Not specified,"Prevalence / proportion positive,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Mbandaka,Montevideo,Schwarzewngrund,Infantis,Enteritidis,Stanley,Newport,LIvingstone,Rissen","Development of validation of methods for detection of Salmonella,Estimating prevalence of Salmonella,Determining serotypes present",Naturally infected,,"Culture-based,DNA-based",,,,,,,,,,,,,,
1168,Argentina,South America,Analytical observational,Yes,On-farm (including farmed fish sites),Poultry,S. Montevideo,"Not specified / any or all combined / Salmonella spp.,Mbandaka,Montevideo,Schwarzewngrund,Infantis,Enteritidis,Stanley,Newport,LIvingstone,Rissen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laying hens,feed,Not specified,"Prevalence / proportion positive,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Mbandaka,Montevideo,Schwarzewngrund,Infantis,Enteritidis,Stanley,Newport,LIvingstone,Rissen","Development of validation of methods for detection of Salmonella,Estimating prevalence of Salmonella,Determining serotypes present",Naturally infected,,"Culture-based,DNA-based",,,,,,,,,,,,,,
1168,Argentina,South America,Analytical observational,Yes,On-farm (including farmed fish sites),Poultry,S. Infantis,"Not specified / any or all combined / Salmonella spp.,Mbandaka,Montevideo,Schwarzewngrund,Infantis,Enteritidis,Stanley,Newport,LIvingstone,Rissen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laying hens,feed,Not specified,"Prevalence / proportion positive,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Mbandaka,Montevideo,Schwarzewngrund,Infantis,Enteritidis,Stanley,Newport,LIvingstone,Rissen","Development of validation of methods for detection of Salmonella,Estimating prevalence of Salmonella,Determining serotypes present",Naturally infected,,"Culture-based,DNA-based",,,,,,,,,,,,,,
1168,Argentina,South America,Analytical observational,Yes,On-farm (including farmed fish sites),Poultry,S. Enteritidis,"Not specified / any or all combined / Salmonella spp.,Mbandaka,Montevideo,Schwarzewngrund,Infantis,Enteritidis,Stanley,Newport,LIvingstone,Rissen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laying hens,feed,Not specified,"Prevalence / proportion positive,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Mbandaka,Montevideo,Schwarzewngrund,Infantis,Enteritidis,Stanley,Newport,LIvingstone,Rissen","Development of validation of methods for detection of Salmonella,Estimating prevalence of Salmonella,Determining serotypes present",Naturally infected,,"Culture-based,DNA-based",,,,,,,,,,,,,,
51,Brazil,South America,Diagnostic test evaluation,Yes,On-farm (including farmed fish sites),Poultry,S. spp,Not specified / any or all combined / Salmonella spp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Broiler chickens,Other farmed poultry",feed,Not specified,Results were combined among sample types,Not specified / any or all combined / Salmonella spp.,Development of validation of methods for detection of Salmonella,Naturally infected,,"DNA-based,Enrichment methods",,,,,,,,,,,,,,
456,Brazil,South America,Single group observational,Yes,On-farm (including farmed fish sites),Poultry,S. spp,"Not specified / any or all combined / Salmonella spp.,Mbandaka,enterica O:4,5:-:1,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Broiler chickens,feed,Not specified,"Prevalence / proportion positive,Incidence,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Mbandaka,enterica O:4,5:-:1,2","Estimating prevalence of Salmonella,Determining serotypes present,Molecular characterization (descriptive)",,,,,,,,,,,,,,,,,
456,Brazil,South America,Single group observational,Yes,On-farm (including farmed fish sites),Poultry,S. Mbandaka,"Not specified / any or all combined / Salmonella spp.,Mbandaka,enterica O:4,5:-:1,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Broiler chickens,feed,Not specified,"Prevalence / proportion positive,Incidence,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Mbandaka,enterica O:4,5:-:1,2","Estimating prevalence of Salmonella,Determining serotypes present,Molecular characterization (descriptive)",,,,,,,,,,,,,,,,,
3087,Brazil,South America,Analytical observational,Yes,On-farm (including farmed fish sites),Poultry,S. spp,"Not specified / any or all combined / Salmonella spp.,Javiana,4, 12: i:-",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other farmed poultry,feed,Not specified,"Prevalence / proportion positive,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Javiana,4, 12: i:-","Estimating prevalence of Salmonella,Determining serotypes present",,,,,,,,,,,,,,,,,
11895,Brazil,South America,Analytical observational,Yes,On-farm (including farmed fish sites),Poultry,S. spp,"Not specified / any or all combined / Salmonella spp.,Senftenberg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laying hens,"feed,environment",Not specified,"Prevalence / proportion positive,Reported &ldquo;Salmonella absent&rdquo; (or -) without a denominator,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Senftenberg","Estimating prevalence of Salmonella,Estimating concentration of Salmonella,Determining serotypes present,Risk factors for prevalence or concentration of Salmonella",,,,farm characteristics,,,,,,,,,,,,,
11895,Brazil,South America,Analytical observational,Yes,On-farm (including farmed fish sites),Poultry,S. Senftenberg,"Not specified / any or all combined / Salmonella spp.,Senftenberg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laying hens,"feed,environment",Not specified,"Prevalence / proportion positive,Reported &ldquo;Salmonella absent&rdquo; (or -) without a denominator,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Senftenberg","Estimating prevalence of Salmonella,Estimating concentration of Salmonella,Determining serotypes present,Risk factors for prevalence or concentration of Salmonella",,,,farm characteristics,,,,,,,,,,,,,
1826,Colombia,South America,Analytical observational,Yes,On-farm (including farmed fish sites),Poultry,S. spp,Not specified / any or all combined / Salmonella spp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laying hens,feed,Not specified,"Prevalence / proportion positive,Results were combined among sample types",Not specified / any or all combined / Salmonella spp.,"Estimating prevalence of Salmonella,Determining antimicrobial resistance,Determining serotypes present,Molecular characterization (descriptive),Risk factors for prevalence or concentration of Salmonella",,,,"farm characteristics,feed characteristics,other",,,,,,,,,,,,,
572,Ecuador,South America,Single group observational,Yes,On-farm (including farmed fish sites),Poultry,S. Infantis,Infantis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laying hens,feed,Not specified,"Prevalence / proportion positive,Serotype(s) present in food / food environment / food equipment",Infantis,"Estimating prevalence of Salmonella,Determining serotypes present",,,,,,,,,,,,,,,,,I had to check the supplemental data to see which serotypes were found in the feed samples.
368,Brazil,South America,Single group observational,Yes,On-farm (including farmed fish sites),Swine,S. spp,Not specified / any or all combined / Salmonella spp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Swine,feed,Not specified,Prevalence / proportion positive,Not specified / any or all combined / Salmonella spp.,Estimating prevalence of Salmonella,,,,,,,,,,,,,,,,,
383,Brazil,South America,Analytical observational,Yes,On-farm (including farmed fish sites),Swine,S. spp,"Not specified / any or all combined / Salmonella spp.,Mbandaka,Typhimurium,Derby",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Swine,feed,Not specified,"Prevalence / proportion positive,Molecular characteristics,Antimicrobial resistance,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Mbandaka,Typhimurium,Derby","Estimating prevalence of Salmonella,Determining antimicrobial resistance,Determining serotypes present,Comparison of AMR patterns between sources",,,,,,,,,,,,,,,,,
383,Brazil,South America,Analytical observational,Yes,On-farm (including farmed fish sites),Swine,S. Mbandaka,"Not specified / any or all combined / Salmonella spp.,Mbandaka,Typhimurium,Derby",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Swine,feed,Not specified,"Prevalence / proportion positive,Molecular characteristics,Antimicrobial resistance,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Mbandaka,Typhimurium,Derby","Estimating prevalence of Salmonella,Determining antimicrobial resistance,Determining serotypes present,Comparison of AMR patterns between sources",,,,,,,,,,,,,,,,,
383,Brazil,South America,Analytical observational,Yes,On-farm (including farmed fish sites),Swine,S. Typhimurium,"Not specified / any or all combined / Salmonella spp.,Mbandaka,Typhimurium,Derby",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Swine,feed,Not specified,"Prevalence / proportion positive,Molecular characteristics,Antimicrobial resistance,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Mbandaka,Typhimurium,Derby","Estimating prevalence of Salmonella,Determining antimicrobial resistance,Determining serotypes present,Comparison of AMR patterns between sources",,,,,,,,,,,,,,,,,
383,Brazil,South America,Analytical observational,Yes,On-farm (including farmed fish sites),Swine,S. Derby,"Not specified / any or all combined / Salmonella spp.,Mbandaka,Typhimurium,Derby",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Swine,feed,Not specified,"Prevalence / proportion positive,Molecular characteristics,Antimicrobial resistance,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Mbandaka,Typhimurium,Derby","Estimating prevalence of Salmonella,Determining antimicrobial resistance,Determining serotypes present,Comparison of AMR patterns between sources",,,,,,,,,,,,,,,,,
2653,Brazil,South America,Single group observational,Yes,On-farm (including farmed fish sites),Swine,S. Senftenberg,"Senftenberg,Mbandaka,Montevideo,Typhimurium,Panama",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Swine,feed,pelleted feed,"Prevalence / proportion positive,Molecular characteristics,Serotype(s) present in food / food environment / food equipment","Senftenberg,Mbandaka,Montevideo,Typhimurium,Panama","Estimating prevalence of Salmonella,Determining antimicrobial resistance,Determining serotypes present,Molecular characterization (descriptive)",,,,,,,,,,,,,,,,,
2653,Brazil,South America,Single group observational,Yes,On-farm (including farmed fish sites),Swine,S. Mbandaka,"Senftenberg,Mbandaka,Montevideo,Typhimurium,Panama",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Swine,feed,pelleted feed,"Prevalence / proportion positive,Molecular characteristics,Serotype(s) present in food / food environment / food equipment","Senftenberg,Mbandaka,Montevideo,Typhimurium,Panama","Estimating prevalence of Salmonella,Determining antimicrobial resistance,Determining serotypes present,Molecular characterization (descriptive)",,,,,,,,,,,,,,,,,
2653,Brazil,South America,Single group observational,Yes,On-farm (including farmed fish sites),Swine,S. Montevideo,"Senftenberg,Mbandaka,Montevideo,Typhimurium,Panama",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Swine,feed,pelleted feed,"Prevalence / proportion positive,Molecular characteristics,Serotype(s) present in food / food environment / food equipment","Senftenberg,Mbandaka,Montevideo,Typhimurium,Panama","Estimating prevalence of Salmonella,Determining antimicrobial resistance,Determining serotypes present,Molecular characterization (descriptive)",,,,,,,,,,,,,,,,,
2653,Brazil,South America,Single group observational,Yes,On-farm (including farmed fish sites),Swine,S. Typhimurium,"Senftenberg,Mbandaka,Montevideo,Typhimurium,Panama",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Swine,feed,pelleted feed,"Prevalence / proportion positive,Molecular characteristics,Serotype(s) present in food / food environment / food equipment","Senftenberg,Mbandaka,Montevideo,Typhimurium,Panama","Estimating prevalence of Salmonella,Determining antimicrobial resistance,Determining serotypes present,Molecular characterization (descriptive)",,,,,,,,,,,,,,,,,
4476,Brazil,South America,"Molecular studies (e.g. categorization from isolate banks, AMR etc)",Yes,On-farm (including farmed fish sites),Swine,S. Typhimurium,"Typhimurium,Sandiego",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Swine,"feed,environment",Not specified,"Antimicrobial resistance,Results were combined among sample types,Serotype(s) present in food / food environment / food equipment","Typhimurium,Sandiego","Estimating prevalence of Salmonella,Determining antimicrobial resistance,Determining serotypes present",,,,,,,,,,,,,,,,,
10414,Ecuador,South America,Single group observational,Yes,On-farm (including farmed fish sites),Swine,S. spp,Not specified / any or all combined / Salmonella spp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Swine,feed,"Whey,molasses,banana,banana silage,yoghurt",Reported &ldquo;Salmonella absent&rdquo; (or -) without a denominator,Not specified / any or all combined / Salmonella spp.,Estimating prevalence of Salmonella,,,,,,,,,,,,,,,,,All samples were negative for Salmonella.
12129,Brazil,South America,Clinical / field trial with natural disease exposure,Yes,On-farm (including farmed fish sites),Not Reported,S. spp,Not specified / any or all combined / Salmonella spp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not reported,feed,haylage,Reported &ldquo;Salmonella absent&rdquo; (or -) without a denominator,Not specified / any or all combined / Salmonella spp.,"Estimating prevalence of Salmonella,Evaluation of interventions to reduce Salmonella",,,,,storage time,,,,,,,,,,,,
9419,Ecuador,South America,Clinical / field trial with natural disease exposure,Yes,On-farm (including farmed fish sites),Not Reported,S. spp,Not specified / any or all combined / Salmonella spp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not reported,feed,"Silage,taro",Reported &ldquo;Salmonella absent&rdquo; (or -) without a denominator,Not specified / any or all combined / Salmonella spp.,Estimating prevalence of Salmonella,,,,,,,,,,,,,,,,,
5003,Not reported,Not Reported,Single group observational,Yes,On-farm (including farmed fish sites),Cattle or Buffalo,S. spp,Not specified / any or all combined / Salmonella spp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dairy cattle,feed,"calf milk replacer,Colostrum,milk (fed to calves)",Prevalence / proportion positive,Not specified / any or all combined / Salmonella spp.,Estimating prevalence of Salmonella,,,,,,,,,,,,,,,,,All samples were negative for Salmonella.
7788,Not reported,Not Reported,Clinical / field trial with natural disease exposure,Yes,On-farm (including farmed fish sites),Cattle or Buffalo,S. spp,Not specified / any or all combined / Salmonella spp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Beef cattle,feed,poultry litter intended as feed,Reported number of positive samples without a denominator,Not specified / any or all combined / Salmonella spp.,"Estimating prevalence of Salmonella,Evaluation of interventions to reduce Salmonella",,,,,deep-stacking vs shallow-stacking litter,,,,,,,,,,,,
8090,Not reported,Not Reported,Single group observational,Yes,On-farm (including farmed fish sites),Cattle or Buffalo,S. spp,Not specified / any or all combined / Salmonella spp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cattle, not further specified",feed,milk (fed to calves),Prevalence / proportion positive,Not specified / any or all combined / Salmonella spp.,Estimating prevalence of Salmonella,,,,,,,,,,,,,,,,,The samples were all negative.
10146,Not reported,Not Reported,Clinical / field trial with natural disease exposure,Yes,On-farm (including farmed fish sites),Cattle or Buffalo,S. spp,Not specified / any or all combined / Salmonella spp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Buffalo / bison,feed,poultry litter intended as feed,"Reported &ldquo;Salmonella present&rdquo; (or +) without a denominator,Reported &ldquo;Salmonella absent&rdquo; (or -) without a denominator",Not specified / any or all combined / Salmonella spp.,"Estimating prevalence of Salmonella,Evaluation of interventions to reduce Salmonella",,,,,deep stacking,,,,,,,,,,,,
3656,Not reported,Not Reported,Single group observational,Yes,"Feed manufacturing plant,On-farm (including farmed fish sites)",Poultry,S. spp,"Not specified / any or all combined / Salmonella spp.,Kentucky",,,,,,,Broiler chickens,feed,Not reported,"Reported &ldquo;Salmonella present&rdquo; (or +) without a denominator,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Bredeney,Schwarzengrund","Estimating prevalence of Salmonella,Determining serotypes present,Comparison of serotypes between sources",,,,,,,,,,,,,,,,,,,,,,Broiler chickens,"feed,equipment",Not specified,"Reported &ldquo;Salmonella present&rdquo; (or +) without a denominator,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Kentucky","Estimating prevalence of Salmonella,Determining serotypes present,Comparison of serotypes between sources",,,,,,,,,,,,,,,,,
3656,Not reported,Not Reported,Single group observational,Yes,"Feed manufacturing plant,On-farm (including farmed fish sites)",Poultry,S. Kentucky,"Not specified / any or all combined / Salmonella spp.,Kentucky",,,,,,,Broiler chickens,feed,Not reported,"Reported &ldquo;Salmonella present&rdquo; (or +) without a denominator,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Bredeney,Schwarzengrund","Estimating prevalence of Salmonella,Determining serotypes present,Comparison of serotypes between sources",,,,,,,,,,,,,,,,,,,,,,Broiler chickens,"feed,equipment",Not specified,"Reported &ldquo;Salmonella present&rdquo; (or +) without a denominator,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Kentucky","Estimating prevalence of Salmonella,Determining serotypes present,Comparison of serotypes between sources",,,,,,,,,,,,,,,,,
