Refid,country,st_design,setting,species,design,outcome,plant_species,field_sources,field_outcomes,field_serotype,field_purpose,field_risk,field_interv,plant_species,plant_sources,plant_feedstuff,plant_outcomes,plant_serotype,plant_purpose,plant_innoc,plant_lab,plant_risk,plant_surv,plant_interv,trans_species,trans_sources,trans_feedstuff,trans_outcomes,trans_serotype,trans_purpose,trans_risk,retail_species,retail_sources,retail_feedstuff,retail_outcomes,retail_serotype,retail_purpose,retail_innoc,retail_lab,retail_risk,farm_species,farm_sources,farm_feedstuff,farm_outcomes,farm_serotype,farm_purpose,farm_innoc,farm_surv,farm_lab,farm_risk,farm_interv,NR_species,NR_sources,NR_feedstuff,NR_outcomes,NR_serotype,NR_purpose,NR_innoc,NR_surv,NR_lab,NR_risk,NR_interv,Comments
5244,Not reported,Diagnostic test evaluation,Feed Manufacturing Plant,Not Reported,Diagnostic test evaluation,,,,,,,,,Not reported,feed,Not reported,Prevalence / proportion positive,Not specified / any or all combined / Salmonella spp.,"Development of validation of methods for detection of Salmonella,Estimating prevalence of Salmonella",Naturally infected,"Culture-based,Other",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10012,China,Diagnostic test evaluation,Feed Manufacturing Plant,Not Reported,Diagnostic test evaluation,,,,,,,,,Not reported,feed,"Commercial feed,Fish meal,protamine","Prevalence / proportion positive,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Agona,Typhimurium,Aberdeen,Derby,London,Manhatan,Paratyphi B,paratyphi c,limete,nitra,hissar,abortus bovis,Paratyphi A","Development of validation of methods for detection of Salmonella,Estimating prevalence of Salmonella,Determining serotypes present,Risk factors for prevalence or concentration of Salmonella",Naturally infected,"Culture-based,Other",feed characteristics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1324,USA,"Laboratory study (experimental, something manipulated)",Feed Manufacturing Plant,Not Reported,Laboratory study (experimental),,,,,,,,,Not reported,feed,animal byproducts,"Concentration,Survival time,Serotype(s) present in food / food environment / food equipment","Senftenberg,Enteritidis,Gallinarum","Estimating concentration of Salmonella,Estimating survival time of Salmonella,Evaluation of interventions to reduce Salmonella",,,,,Heat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2889,Norway,"Laboratory study (experimental, something manipulated)",Feed Manufacturing Plant,Not Reported,Laboratory study (experimental),,,,,,,,,"Fish / shellfish,Not reported","feed,environment",Not reported,"Concentration,Survival time,Serotype(s) present in food / food environment / food equipment","Senftenberg,Montevideo,Agona,Typhimurium","Estimating concentration of Salmonella,Estimating survival time of Salmonella,Evaluation of interventions to reduce Salmonella",,,,,"temperature, humidity",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""fish feed"" and ""animal feed"" were produced at 2 each of 4 different feed factories. I think only the survival experiment is relevant as it's reproducing conditions in the feed mill (on stainless steel surface). The disinfection study does not involve feed."
9684,Hungary,"Laboratory study (experimental, something manipulated)",Feed Manufacturing Plant,Not Reported,Laboratory study (experimental),,,,,,,,,"Swine,Not reported",feed,eggshell flour,"Reported &ldquo;Salmonella absent&rdquo; (or -) without a denominator,Serotype(s) present in food / food environment / food equipment","Typhimurium,Enteritidis","Estimating prevalence of Salmonella,Evaluation of interventions to reduce Salmonella",,,,,drying,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
503,Portugal,"Molecular studies (e.g. categorization from isolate banks, AMR etc)",Feed Manufacturing Plant,Not Reported,Molecular studies,,,,,,,,,Not reported,feed,Not reported,"Molecular characteristics,Antimicrobial resistance,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Enteritidis","Determining antimicrobial resistance,Molecular characterization (descriptive)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
506,Germany,"Molecular studies (e.g. categorization from isolate banks, AMR etc)",Feed Manufacturing Plant,Not Reported,Molecular studies,,,,,,,,,Not reported,feed,Rapeseed,"Molecular characteristics,Serotype(s) present in food / food environment / food equipment",Agona,Comparison of molecular characterization between sources,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rapeseed cake/rapeseed meal
3090,Not reported,"Molecular studies (e.g. categorization from isolate banks, AMR etc)",Feed Manufacturing Plant,Not Reported,Molecular studies,,,,,,,,,Not reported,not specified,,"None of the above,Results were combined among sample types","Senftenberg,Montevideo,Agona,Typhimurium","Estimating concentration of Salmonella,Estimating survival time of Salmonella,Molecular characterization (descriptive)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,morphology
3749,Sweden,"Molecular studies (e.g. categorization from isolate banks, AMR etc)",Feed Manufacturing Plant,Not Reported,Molecular studies,,,,,,,,,Not reported,"not specified,feed","Not reported,Soybean meal",Molecular characteristics,Senftenberg,Comparison of molecular characterization between sources,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Some of the samples were described as ""scrapings""--not sure if that means feed, equipment or environment, so I put ""not specified"""
3960,Norway,"Molecular studies (e.g. categorization from isolate banks, AMR etc)",Feed Manufacturing Plant,Not Reported,Molecular studies,,,,,,,,,"Fish / shellfish,Not reported","feed,environment","Not reported,Fish meal","Molecular characteristics,Serotype(s) present in food / food environment / food equipment","Senftenberg,Montevideo,Agona",Comparison of molecular characterization between sources,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Isolates from fish-feed and feed for terrestrial animals were investigated
4191,Spain,"Molecular studies (e.g. categorization from isolate banks, AMR etc)",Feed Manufacturing Plant,Not Reported,Molecular studies,,,,,,,,,Not reported,feed,Not reported,"Molecular characteristics,Antimicrobial resistance,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Senftenberg,Mbandaka,Tennessee,Montevideo,Schwarzewngrund,Anatum,Typhimurium,Rissen,Enteritidis,Derby,Poona,Lexington,Kentucky,Llandoff,California,I 3,10:--:1,6,Tilburg,I 4,12:--:--","Determining antimicrobial resistance,Determining serotypes present,Molecular characterization (descriptive)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4369,Finland,"Molecular studies (e.g. categorization from isolate banks, AMR etc)",Feed Manufacturing Plant,Not Reported,Molecular studies,,,,,,,,,Not reported,feed,Not reported,"Molecular characteristics,Serotype(s) present in food / food environment / food equipment",Agona,"Molecular characterization (descriptive),Outbreak investigation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not reported,feed,not reported,"Molecular characteristics,Serotype(s) present in food / food environment / food equipment",Agona,"Molecular characterization (descriptive),Outbreak investigation",,,,,,Samples were taken from feed mills and there was also feed sampled from unspecified places
359,India,Single group observational,Feed Manufacturing Plant,Not Reported,Single group observational,,,,,,,,,Not reported,"feed,equipment",Rapeseed,"Prevalence / proportion positive,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Bardo,Give,Orion,Typhimurium,Bareilly,Kedougou,Havana,Caminara","Estimating prevalence of Salmonella,Determining serotypes present,Evaluation of interventions to reduce Salmonella",,,,,removal of deposits and adhered materials,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1169,Italy,Single group observational,Feed Manufacturing Plant,Not Reported,Single group observational,,,,,,,,,Not reported,feed,"pelleted feed,recycled food products,Mash",Prevalence / proportion positive,Not specified / any or all combined / Salmonella spp.,Estimating prevalence of Salmonella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1574,USA,Single group observational,Feed Manufacturing Plant,Not Reported,Single group observational,,,,,,,,,Not reported,feed,"dry grain,wet grain","Prevalence / proportion positive,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Montevideo,Infantis,Rissen,Uganda,Altona","Estimating prevalence of Salmonella,Determining serotypes present,Comparison of serotypes between sources",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1618,"USA,Canada",Single group observational,Feed Manufacturing Plant,Not Reported,Single group observational,,,,,,,,,Not reported,feed,animal byproducts,"Prevalence / proportion positive,Concentration,Antimicrobial resistance,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Senftenberg,Mbandaka,Tennessee,Montevideo,Infantis,Orion,Rissen,Cerro,Livingstone,Muenster,Group C1","Estimating prevalence of Salmonella,Determining antimicrobial resistance,Determining serotypes present",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1693,South Africa,Single group observational,Feed Manufacturing Plant,Not Reported,Single group observational,,,,,,,,,Not reported,feed,"dry grain,animal byproducts,Feeding yeast","Prevalence / proportion positive,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Senftenberg,Mbandaka,Montevideo,Schwarzewngrund,Anatum,Infantis,Orion,Typhimurium,Enteritidis,Havana,Ohio,Muenchen,Idikan,Salford,Brancaster,Hadar","Estimating prevalence of Salmonella,Determining serotypes present",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2572,Namibia,Single group observational,Feed Manufacturing Plant,Not Reported,Single group observational,,,,,,,,,Not reported,feed,animal byproducts,"Prevalence / proportion positive,Antimicrobial resistance,Serotype(s) present in food / food environment / food equipment","Mbandaka,Anatum,Infantis,Typhimurium,Braenderup,Schwarzengrund,Saintpaul,Eppendorf,Reading,Chartres,Chester,Sandiego,Onderstepoort,Beaudesert,Fischerkietz,Ball,Sarajane,Brezany,Stanley,Southbank,Djugu,Petahtikve,Vaertan,Djermaia,Parkroyal,Kaapstad,Bahrenfeld,Svedvi,Aflao","Estimating prevalence of Salmonella,Determining antimicrobial resistance,Determining serotypes present",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The animal by-products tested were sampled from abattoirs.
3185,Norway,Single group observational,Feed Manufacturing Plant,Not Reported,Single group observational,,,,,,,,,Not reported,"feed,environment","Not reported,animal byproducts",Serotype(s) present in food / food environment / food equipment,"Senftenberg,Montevideo,Agona,Typhimurium",Determining serotypes present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""feed"" and fish meal, plus environmental samples from the factories. I think the serotype information is the only relevant part of the paper. Their biofilm experiments did not mimic the factory environment (i.e. experiments in nutrient broth and on polystyrene"
3716,Japan,Single group observational,Feed Manufacturing Plant,Not Reported,Single group observational,,,,,,,,,Not reported,"equipment,environment",,"Prevalence / proportion positive,Molecular characteristics,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Senftenberg,Mbandaka,Tennessee,Anatum,Agona,Typhimurium,Cubana,Havana,Liverpool,Livingstone,Albany","Estimating prevalence of Salmonella,Determining serotypes present,Molecular characterization (descriptive),Comparison of serotypes between sources,Evaluation of interventions to reduce Salmonella",,,,,disinfection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3993,USA,Single group observational,Feed Manufacturing Plant,Not Reported,Single group observational,,,,,,,,,Not reported,feed,animal byproducts,"Concentration,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Senftenberg,Mbandaka,Johannesburg,Infantis,Agona,Typhimurium,Enteritidis,Havana,Livingstone,Lexington,Arkansas","Estimating concentration of Salmonella,Determining serotypes present",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4307,Sweden,Single group observational,Feed Manufacturing Plant,Not Reported,Single group observational,,,,,,,,,Not reported,"feed,environment","Not reported,animal byproducts,Rapeseed,Soybean meal,maize","Reported &ldquo;Salmonella present&rdquo; (or +) without a denominator,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Senftenberg,Mbandaka,Tennessee,Montevideo,Schwarzewngrund,Anatum,Infantis,Agona,Amsterdam,Give,Orion,Typhimurium,Rissen,Cubana,Worthington,Enteritidis,Havana,Liverpool,Cerro,Ohio,Livingstone,Muenchen,Bredeney,Oranienburg,Muenster,Aberdeen,Derby,Newport,Ouakam,Virchow,Alachua,Albany,Isangi,London,Ruiru,Saintpaul,Poona,Lexington,Jerusalem,Hadar,Brandenburg,Heidelberg,Kentucky,Java,Meleagridis,Altona,Llandoff,Abony,Kingston,Madelia,bere,Corvallis,Vejle,Gloucester,Oslo,California,Babelsberg,Barteilly,Be,Bergen,Bonariensis,Chincol,Colorado,Dublin,Dusseldorf,Emek,Florida,Freemantle,Freetown,Gatuni,Irachau,Kapemba,Kibi,Kinondoni,Kortrijk,Lamberhurs,Leno,Mandoff,Norwich,Ohlstedt,Saloniki,Sambre,Schleissheim,Schoeneberg,Seegefeld,Slade,Tees,Warragul,Weltevreden,Westhampton,Westphalia",Determining serotypes present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5126,"Belgium,The Netherlands",Single group observational,Feed Manufacturing Plant,Not Reported,Single group observational,,,,,,,,,Not reported,feed,Slaughterhouse sludge,"Prevalence / proportion positive,Molecular characteristics",Not specified / any or all combined / Salmonella spp.,"Estimating prevalence of Salmonella,Molecular characterization (descriptive),Evaluation of interventions to reduce Salmonella",,,,,"flocculation, aerobic activation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""During slaughtering of animals and subsequent meat processing the process water used becomes polluted with organic matter of animal origin (i.e. protein and fat). This organic sludge is, in principle, a product suitable for animal feeding."""
7948,USA,Single group observational,Feed Manufacturing Plant,Not Reported,Single group observational,,,,,,,,,"Dairy cattle,Beef cattle,Not reported",feed,"Not reported,Brewers,animal byproducts,cottonseed meal,corn products",Prevalence / proportion positive,Not specified / any or all combined / Salmonella spp.,"Development or validation of surveillance methods,Estimating prevalence of Salmonella",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9266,Turkey,Single group observational,Feed Manufacturing Plant,Not Reported,Single group observational,,,,,,,,,Not reported,feed,"Feather meal,meat meal,blood meal,meat and bone meal,Chicken meal","Prevalence / proportion positive,Molecular characteristics,Antimicrobial resistance,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Typhimurium,Enteritidis","Estimating prevalence of Salmonella,Determining antimicrobial resistance,Molecular characterization (descriptive)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9307,Not reported,Single group observational,Feed Manufacturing Plant,Not Reported,Single group observational,,,,,,,,,"Poultry, not further specified,Not reported","feed,environment",cocoa bean shell,"Prevalence / proportion positive,Reported &ldquo;Salmonella absent&rdquo; (or -) without a denominator,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Enteritidis,Ibadan,Kibi,Aba,Bochum,Cannobio,Chandans,Etterbeek,Hithergreen,Mango,Plymouth,Sangera,Somone,Stockholm,Wangata,Wien,Ploufragan,Morillons","Estimating prevalence of Salmonella,Determining serotypes present",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16367,Not reported,Single group observational,Feed Manufacturing Plant,Not Reported,Single group observational,,,,,,,,,Not reported,feed,algal waste,Reported &ldquo;Salmonella absent&rdquo; (or -) without a denominator,Not specified / any or all combined / Salmonella spp.,Estimating prevalence of Salmonella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All samples were negative for Salmonella.
19919,USA,Single group observational,Feed Manufacturing Plant,Not Reported,Single group observational,,Not reported,,,,,,,,feed,animal byproducts,"Prevalence / proportion positive,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Senftenberg,Mbandaka,Montevideo,Bredeney","Estimating prevalence of Salmonella,Determining serotypes present",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 582-583 of the PDF
1376,China,Single group observational,Feed Manufacturing Plant,Not Reported,Single group observational,,,,,,,,,Not reported,feed,"animal byproducts,Rapeseed,Commercial feed,Feeding yeast,Soybean meal",Prevalence / proportion positive,Not specified / any or all combined / Salmonella spp.,Estimating prevalence of Salmonella,,,,,,,,,,,,,Not reported,feed,"animal byproducts,commercial, not otherwise specified,Rapeseed,Soybean meal,Feeding yeast",Prevalence / proportion positive,Not specified / any or all combined / Salmonella spp.,Estimating prevalence of Salmonella,,,,Not reported,feed,"animal byproducts,commercial feed, not otherwise specified,Feeding yeast,Rapeseed,Soybean meal",Prevalence / proportion positive,Not specified / any or all combined / Salmonella spp.,Estimating prevalence of Salmonella,,,,,,,,,,,,,,,,,"The authors did not report what types of feed were sampled at which locations (mill, farm, store)"
5299,Sweden,Single group observational,Feed Manufacturing Plant,Not Reported,Single group observational,,,,,,,,,Not reported,"feed,environment","animal byproducts,vegetable feeds","Molecular characteristics,Reported number of positive samples without a denominator,Serotype(s) present in food / food environment / food equipment","Senftenberg,Mbandaka,Tennessee,Montevideo,Schwarzewngrund,Anatum,Infantis,Agona,Amsterdam,Give,Orion,Typhimurium,Rissen,Kiambu,Bareilly,Braenderup,Cubana,Worthington,Enteritidis,Havana,Singapore,Ohio,Livingstone,Bredeney,Oranienburg,Schwarzengrund,Muenster,Sal.subsp 1 ser 6,7,Derby,Newport,Ouakam,Isangi,London,Ruiru,Lexington,Jerusalem,Hadar,Molade,Heidelberg,Amager,Kentucky,Bovismorbificans,Meleagridis,Llandoff,Kingston,goldcoast,bere,California,Tilburg,Ibadan,Bergen,Dublin,Dusseldorf,Kapemba,Schleissheim,Westhampton,Albanyl,Azteka,Beitri,Blockley,BO-Group,Brazzavile,Clackamas,CO-group,Donna,EO-Group,Gabon,Georgia,Hillington,Kambok,kunduchi,leopoldville,Mons,Othamarschen,Pomona,Sinstorf,Thomasville,Urbana,Weltswreden,Wil","Determining serotypes present,Molecular characterization (descriptive),Comparison of serotypes between sources",,,,,,"Ruminants, not further specified,Swine",feed,"animal byproducts,Milk powder,Protein powder","Prevalence / proportion positive,Serotype(s) present in food / food environment / food equipment","Senftenberg,Mbandaka,Tennessee,Montevideo,Schwarzewngrund,Anatum,Infantis,Oranienburg,Amager,Ohio,Rissen,Livingstone,Havana,Muenster,Bareilly,Orion,Enteritidis,Heidelberg,London,Westhampton,Thomasville,Schleissheim,Typhimurium,Cubana,Tillburg,Give,Bredeney,Mons,Goldcoast,Brazzaville,CO-group,EO-group,Hillington,othamarschen,Urbana,BO-group,Lexington,Isangi,Sinstorf,Kapemba,Dublin,Blockley,Clackamas,Kambok,Natal,Binza,Oakam,Worthington,Leopoldville,Beitri,Donna,Hato,Braenderup","Estimating prevalence of Salmonella,Determining serotypes present,Comparison of serotypes between sources,Risk factors for prevalence or concentration of Salmonella","geographic region,feed characteristics",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9140,Brazil,Analytical observational,Feed Transportation,Not Reported,Analytical observational,,,,,,,,,,,,,,,,,,,,Not reported,feed,"animal byproducts,feather meal,meat and bone meal","Prevalence / proportion positive,Concentration",Not specified / any or all combined / Salmonella spp.,"Estimating prevalence of Salmonella,Estimating concentration of Salmonella,Risk factors for prevalence or concentration of Salmonella",feed characteristics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2700,"Not reported,USA,Ecuador,Australia,Uruguay,Taiwan,Thailand,Chile,Peru,American Samoa","Molecular studies (e.g. categorization from isolate banks, AMR etc)",Feed Transportation,Not Reported,Molecular studies,,,,,,,,,,,,,,,,,,,,Not reported,feed,Not reported,"Molecular characteristics,Antimicrobial resistance,Serotype(s) present in food / food environment / food equipment","Senftenberg,Mbandaka,Montevideo,Johannesburg,Anatum,Infantis,Oranienburg,Amager,Schwarzengrund,Kentucky,Indiana,II,Ohio,Chester,Siegburg,Adelaide,Rissen,Livingstone,Havana,Fresno,Saintpaul,Babelsberg,Aberdeen","Determining antimicrobial resistance,Determining serotypes present,Molecular characterization (descriptive),Risk factors for prevalence or concentration of Salmonella",geographic region,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5480,USA,Analytical observational,Field Used to Grow Animal Feeds,Not Reported,Analytical observational,,Not reported,Soil,Concentration,Not specified / any or all combined / Salmonella spp.,"Estimating concentration of Salmonella,Risk factors for prevalence or concentration of Salmonella",field characteristics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2189,United Kingdom,Analytical observational,Field Used to Grow Animal Feeds,Not Reported,Analytical observational,,Not reported,"Crop in field,Broiler litter intended for spreading on field","Reported &ldquo;Salmonella present&rdquo; (or +) without a denominator,Reported &ldquo;Salmonella absent&rdquo; (or -) without a denominator,Serotype(s) present in food / food environment / food equipment","Mbandaka,Montevideo,Kedougou","Estimating prevalence of Salmonella,Determining serotypes present",,,Not reported,"feed,environment",dry grain,Prevalence / proportion positive,"Senftenberg,Mbandaka,Tennessee,Infantis,Agona,Give,Typhimurium,Cubana,Worthington,Kedougou,Havana,Oranienburg,Schwarzengrund,Aberdeen,Derby,Newport,Virchow,Brandenburg,Kentucky,Agama,Drypool,Java,Taksony,Thompson,13,23:z37:-,Bovismorbificans","Estimating prevalence of Salmonella,Determining serotypes present,Comparison of prevalence between sources",,,,,,,,,,,,,,,,,,,,,,"Cattle, not further specified,Swine","feed,equipment,environment",dry grain,Prevalence / proportion positive,"Mbandaka,Typhimurium,Albany,Panama,Derby,Virchow,Brandenburg,Kentucky,LIvingstone,Rissen,Durham,Ohio,Bovismorbificans,Newington","Estimating prevalence of Salmonella,Determining serotypes present,Comparison of prevalence between sources",,,,,,,,,,,,,,,,,
1887,Germany,"Laboratory study (experimental, something manipulated)",Field Used to Grow Animal Feeds,Not Reported,Laboratory study (experimental),,Not reported,Not specified,"Concentration,Survival time,Serotype(s) present in food / food environment / food equipment","Senftenberg,Anatum","Estimating concentration of Salmonella,Estimating survival time of Salmonella,Evaluation of interventions to reduce Salmonella",,lactic acid fermentation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The paper was about a method to kill Salmonella in manure and sewage sludge that could be used to grow crops for animals. Treatment of soil with sewage sludge or manure.
4180,Great Britain,Single group observational,Field Used to Grow Animal Feeds,Not Reported,Single group observational,,Not reported,Animal feces present in the field,"Prevalence / proportion positive,Concentration",Not specified / any or all combined / Salmonella spp.,"Estimating prevalence of Salmonella,Estimating concentration of Salmonella",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"From the Abstract: ""Animal wastes are disposed of by spreading to agricultural land used for the production of crops and livestock grazing."" Re: Q4, this manure was not taken from fields. They were collected and tested prior to when they would have been spread on fields."
17334,India,Single group observational,Field Used to Grow Animal Feeds,Not Reported,Single group observational,,Not reported,Crop in field,Reported &ldquo;Salmonella absent&rdquo; (or -) without a denominator,Not specified / any or all combined / Salmonella spp.,Estimating prevalence of Salmonella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All samples were negative for Salmonella.
10234,Israel,Single group observational,Field Used to Grow Animal Feeds,Not Reported,Single group observational,,Not reported,"Crop in field,Soil",Prevalence / proportion positive,Not specified / any or all combined / Salmonella spp.,Estimating prevalence of Salmonella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cattle, not further specified",feed,"poultry litter intended as feed,Total mixed ration (TMR),Silage",Prevalence / proportion positive,Not specified / any or all combined / Salmonella spp.,Estimating prevalence of Salmonella,,,,,,,,,,,,,,,,,
9419,Ecuador,Clinical / field trial with natural disease exposure,On-farm,Not Reported,Clinical / field trial with natural disease exposure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not reported,feed,"Silage,taro",Reported &ldquo;Salmonella absent&rdquo; (or -) without a denominator,Not specified / any or all combined / Salmonella spp.,Estimating prevalence of Salmonella,,,,,,,,,,,,,,,,,
10108,Poland,Clinical / field trial with natural disease exposure,On-farm,Not Reported,Clinical / field trial with natural disease exposure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not reported,feed,"alfalfa silage,alfalfa",Concentration,Not specified / any or all combined / Salmonella spp.,"Estimating concentration of Salmonella,Evaluation of interventions to reduce Salmonella",,,,,"ensiling, bacterial inoculants",,,,,,,,,,,,
12129,Brazil,Clinical / field trial with natural disease exposure,On-farm,Not Reported,Clinical / field trial with natural disease exposure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not reported,feed,haylage,Reported &ldquo;Salmonella absent&rdquo; (or -) without a denominator,Not specified / any or all combined / Salmonella spp.,"Estimating prevalence of Salmonella,Evaluation of interventions to reduce Salmonella",,,,,storage time,,,,,,,,,,,,
1127,USA,Diagnostic test evaluation,On-farm,Not Reported,Diagnostic test evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not reported,feed,"calf milk replacer,Colostrum,Hay","Prevalence / proportion positive,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Meleagridis,Havana",Development of validation of methods for detection of Salmonella,Naturally infected,,"Culture-based,DNA-based,Enrichment methods",,,,,,,,,,,,,,"Some of what they called ""feed"" are probably not for livestock, but captive reptiles (frozen rodents) and dogs or cats (raw meat, ""various types of chow""). They compared enrichment + PCR to culture. From the wording, it sounds like all feed specimens tested were naturally contaminated."
10163,Jordan,Diagnostic test evaluation,On-farm,Not Reported,Diagnostic test evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not reported,feed,"corn,alfalfa",Prevalence / proportion positive,Not specified / any or all combined / Salmonella spp.,"Development of validation of methods for detection of Salmonella,Estimating prevalence of Salmonella",Naturally infected,,DNA-based,,,,,,,,,,,,,,
2783,Taiwan,"Laboratory study (experimental, something manipulated)",On-farm,Not Reported,Laboratory study (experimental),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not reported,feed,hatchery waste eggs,"Concentration,Reported &ldquo;Salmonella absent&rdquo; (or -) without a denominator",Not specified / any or all combined / Salmonella spp.,"Estimating concentration of Salmonella,Evaluation of interventions to reduce Salmonella",,,,,heat treatment,,,,,,,,,,,,
9720,Canada,"Laboratory study (experimental, something manipulated)",On-farm,Not Reported,Laboratory study (experimental),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not reported,feed,poultry manure,"Reported &ldquo;Salmonella present&rdquo; (or +) without a denominator,Reported &ldquo;Salmonella absent&rdquo; (or -) without a denominator",Not specified / any or all combined / Salmonella spp.,"Estimating prevalence of Salmonella,Evaluation of interventions to reduce Salmonella",,,,,"drying, temperature",,,,,,,,,,,,
10661,Egypt,"Laboratory study (experimental, something manipulated)",On-farm,Not Reported,Laboratory study (experimental),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not reported,feed,poultry waste,Reported &ldquo;Salmonella absent&rdquo; (or -) without a denominator,Not specified / any or all combined / Salmonella spp.,Estimating concentration of Salmonella,,,,,,,,,,,,,,,,,
20129,Japan,"Molecular studies (e.g. categorization from isolate banks, AMR etc)",On-farm,Not Reported,Molecular studies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not reported,environment,,"Results were combined among sample types,Serotype(s) present in food / food environment / food equipment",Typhimurium,Determining antimicrobial resistance,,,,,,,,,,,,,,,,,
1376,China,Single group observational,On-farm,Not Reported,Single group observational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
