Refid,User,Level,year,country,continent,st_design,setting,setting1,species,sources,plant_species,field_sources,field_outcomes,field_serotype,field_purpose,field_risk,field_interv,plant_species,plant_sources,plant_feedstuff,plant_outcomes,plant_serotype,plant_purpose,plant_innoc,plant_lab,plant_risk,plant_surv,plant_interv,trans_species,trans_sources,trans_feedstuff,trans_outcomes,trans_serotype,trans_purpose,trans_risk,retail_species,retail_sources,retail_feedstuff,retail_outcomes,retail_serotype,retail_purpose,retail_innoc,retail_lab,retail_risk,farm_species,farm_sources,farm_feedstuff,farm_outcomes,farm_serotype,farm_purpose,farm_innoc,farm_surv,farm_lab,farm_risk,farm_interv,NR_species,NR_sources,NR_feedstuff,NR_outcomes,NR_serotype,NR_purpose,NR_innoc,NR_surv,NR_lab,NR_risk,NR_interv,Comments,,NR_interv,Comments
4206,"SarahTotton,Ellen_Vriezen",3,2003,USA,North America,Diagnostic test evaluation,Not Specified,Not specified,Swine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dairy cattle,Swine,Poultry, not further specified","feed,other","dry grain,not reported,silage,Total mixed ration (TMR)","None of the above,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Anatum,Enteritidis,Typhimurium,Heidelberg,Derby",Development of validation of methods for detection of Salmonella,Deliberately innoculated,,"Culture-based,Enrichment methods",,,"the ""Other"" for Q60 is soil from the pasture. Sensitivity (i.e. recovery %)  was another outcome",,,
4515,"SarahTotton,Ellen_Vriezen",3,2001,Mexico,North America,Laboratory study (experimental),Not Specified,Not specified,Not Reported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not reported,feed,silage,"Prevalence / proportion positive,Survival time,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Choleraesuis","Estimating prevalence of Salmonella,Estimating survival time of Salmonella,Evaluation of interventions to reduce Salmonella",,,,,ensilage,"Salmonella choleraesuis. For prevalence estimates, denominators are in Table 1.",,,"For Q4, the answer should be ""Other: Agricultural Fair"""
4549,"SarahTotton,Ellen_Vriezen",3,2001,Canada,North America,Diagnostic test evaluation,Not Specified,Not specified,Not Reported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not reported,feed,not reported,Results were combined among sample types,Not specified / any or all combined / Salmonella spp.,"Development of validation of methods for detection of Salmonella,Estimating prevalence of Salmonella",Naturally infected,,"Culture-based,Other",,,,,,"I put ""Other"" because I wasn't sure what the Reveal Test was. I didn't extract Appendix 1 serotypes because, from the title, it sounds like they're animal samples rather than animal feed samples. Risk Factor - Other = Year"
4734,"SarahTotton,Mikalya_Plishka",3,2000,USA,North America,Molecular studies,Not Specified,Not specified,Poultry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Poultry, not further specified",feed,not reported,"Molecular characteristics,Antimicrobial resistance,Serotype(s) present in food / food environment / food equipment",Typhimurium,"Determining antimicrobial resistance,Molecular characterization (descriptive)",,,,,,,,,
4885,"SarahTotton,Mikalya_Plishka",3,1998,Canada,North America,Diagnostic test evaluation,Not Specified,Not specified,Not Reported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not reported,feed,not reported,"Prevalence / proportion positive,Molecular characteristics,Serotype(s) present in food / food environment / food equipment","Senftenberg,Mbandaka,Tennessee,Schwarzewngrund,Johannesburg,Anatum,Infantis,Agona,Typhimurium,Heidelberg,Alachua,Kentucky,cerro,Cubana,Livingstone,Muenster,orion,California,Java","Development of validation of methods for detection of Salmonella,Estimating prevalence of Salmonella,Determining serotypes present,Molecular characterization (descriptive)",Naturally infected,,"Culture-based,Enrichment methods,Other",,,Sensitivity and specificity were other reported outcomes.,,,
4905,"SarahTotton,Mikalya_Plishka",3,1998,Canada,North America,Diagnostic test evaluation,Not Specified,Not specified,Not Reported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not reported,feed,"pelleted feed,animal byproducts,soybean meal,Fish meal,Bone meal,Mash,meat meal,Canola meal,blood meal",Prevalence / proportion positive,Not specified / any or all combined / Salmonella spp.,"Development of validation of methods for detection of Salmonella,Estimating prevalence of Salmonella",Naturally infected,,"Enrichment methods,Other",,,Sensitivity and specificity were also reported outcomes,,,"They did serogrouping, not serotyping. They didn't examine AMR just for the feeds, but lumped all the positive samples from all places together."
5033,"SarahTotton,Ellen_Vriezen",3,1997,Canada,North America,Diagnostic test evaluation,Not Specified,Not specified,Not Reported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not reported,feed,"pelleted feed,animal byproducts,soybean meal,Fish meal,Bone meal,Mash,meat meal,Canola meal","Prevalence / proportion positive,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Mbandaka,Tennessee,Anatum,Infantis,Typhimurium,Heidelberg,Meleagridis,Alachua,Kentucky,Cubana,orion,California","Development of validation of methods for detection of Salmonella,Estimating prevalence of Salmonella,Determining serotypes present",Naturally infected,,"Culture-based,Enrichment methods,Other",,,,,,"I said ""On farm"" for setting because Figure 1 makes it look like the duckweek is being grown on the same site as where the fish are being farmed. They said they tested for Salmonella in the methods, but there is no mention of it in the results."
5043,"SarahTotton,Ellen_Vriezen",3,1997,"Canada,Australia,United Kingdom",North America,Molecular studies,Not Specified,Not specified,Not Reported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Poultry, not further specified,Not reported",feed,"not reported,Bone meal,meat meal,cottonseed meal","Molecular characteristics,Serotype(s) present in food / food environment / food equipment",Eimsbuettel,Comparison of molecular characterization between sources,,,,,,,,,
5043,"SarahTotton,Ellen_Vriezen",3,1997,"Canada,Australia,United Kingdom",North America,Molecular studies,Not Specified,Not specified,Poultry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Poultry, not further specified,Not reported",feed,"not reported,Bone meal,meat meal,cottonseed meal","Molecular characteristics,Serotype(s) present in food / food environment / food equipment",Eimsbuettel,Comparison of molecular characterization between sources,,,,,,,,,
5102,"SarahTotton,Mikalya_Plishka",3,1997,USA,North America,Laboratory study (experimental),Not Specified,Not specified,Poultry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Poultry, not further specified",feed,not reported,"Concentration,Survival time,Serotype(s) present in food / food environment / food equipment",Enteritidis,"Estimating concentration of Salmonella,Estimating survival time of Salmonella,Evaluation of interventions to reduce Salmonella",,,,,heat and propionic acid,,,,
5122,"SarahTotton,Mikalya_Plishka",3,1996,Canada,North America,Diagnostic test evaluation,Not Specified,Not specified,Not Reported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not reported,feed,not reported,Prevalence / proportion positive,Not specified / any or all combined / Salmonella spp.,"Development of validation of methods for detection of Salmonella,Estimating prevalence of Salmonella",Naturally infected,,"DNA-based,Other",,,I can't tell if the feed samples were naturally or artificially contaminated.,,,
5129,"SarahTotton,Ellen_Vriezen",3,1996,USA,North America,Diagnostic test evaluation,Not Specified,Not specified,Poultry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Poultry, not further specified",feed,not reported,"None of the above,Serotype(s) present in food / food environment / food equipment",Enteritidis,Development of validation of methods for detection of Salmonella,Deliberately innoculated,,"Culture-based,Enrichment methods",,,Sensitivity rate and specificity rate were reported as outcomes,,,
5179,"SarahTotton,Ellen_Vriezen",3,1996,"Canada,Great Britain,Israel",North America,Molecular studies,Not Specified,Not specified,Not Reported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Swine,Not reported",feed,not reported,"Molecular characteristics,Serotype(s) present in food / food environment / food equipment",Livingstone,Molecular characterization (descriptive),,,,,,,,,
5179,"SarahTotton,Ellen_Vriezen",3,1996,"Canada,Great Britain,Israel",North America,Molecular studies,Not Specified,Not specified,Swine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Swine,Not reported",feed,not reported,"Molecular characteristics,Serotype(s) present in food / food environment / food equipment",Livingstone,Molecular characterization (descriptive),,,,,,,,,
5205,"Ellen_Vriezen,Mikalya_Plishka",3,1996,USA,North America,Laboratory study (experimental),Not Specified,"Feed manufacturing plant,Not specified",Poultry,,,,,,,,,Turkeys,feed,"pelleted feed,Mash",Concentration,Not specified / any or all combined / Salmonella spp.,"Estimating concentration of Salmonella,Evaluation of interventions to reduce Salmonella",,,,,conditioner,,,,,,,,,,,,,,,,,,,,,,,,,,,,Turkeys,feed,Mash,"Survival time,Serotype(s) present in food / food environment / food equipment","Enteritidis,Typhimurium,Haardt","Estimating survival time of Salmonella,Evaluation of conditions associated with survival times",,"temperature,humidity",,,,,,,
5394,"jan.sargeant,SarahTotton",3,2014,USA,North America,Single group observational,Not Specified,Not specified,Cattle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dairy cattle,Beef cattle,Sheep,Goats,Swine,Poultry, not further specified,Not reported",feed,"Brewers,animal byproducts,mineral mix,Commercial feed,soybean meal,Fish meal,cottonseed,barley,wheat,corn,milk,cottonseed meal,sorghum,rice,alfalfa,Peanut,Screenings,Molasses","Prevalence / proportion positive,Serotype(s) present in food / food environment / food equipment","Senftenberg,Mbandaka,Tennessee,Montevideo,Schwarzewngrund,Johannesburg,Anatum,Infantis,Agona,Meleagridis,Newport,cerro,I 4,[5],12-i-,Oranienburg,Liverpool,Livingstone,orion,Litchfield,Dublin,Thomasville","Development of validation of methods for detection of Salmonella,Estimating prevalence of Salmonella,Determining serotypes present,Risk factors for prevalence or concentration of Salmonella",Naturally infected,,"Culture-based,DNA-based,Other","feed characteristics,other",,"I put ""Other"" because I wasn't sure what the Reveal Test was. I didn't extract Appendix 1 serotypes because, from the title, it sounds like they're animal samples rather than animal feed samples. Risk Factor - Other = Year",,,data from surveillance records; feed combined with other
5394,"jan.sargeant,SarahTotton",3,2014,USA,North America,Single group observational,Not Specified,Not specified,Goats,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dairy cattle,Beef cattle,Sheep,Goats,Swine,Poultry, not further specified,Not reported",feed,"Brewers,animal byproducts,mineral mix,Commercial feed,soybean meal,Fish meal,cottonseed,barley,wheat,corn,milk,cottonseed meal,sorghum,rice,alfalfa,Peanut,Screenings,Molasses","Prevalence / proportion positive,Serotype(s) present in food / food environment / food equipment","Senftenberg,Mbandaka,Tennessee,Montevideo,Schwarzewngrund,Johannesburg,Anatum,Infantis,Agona,Meleagridis,Newport,cerro,I 4,[5],12-i-,Oranienburg,Liverpool,Livingstone,orion,Litchfield,Dublin,Thomasville","Development of validation of methods for detection of Salmonella,Estimating prevalence of Salmonella,Determining serotypes present,Risk factors for prevalence or concentration of Salmonella",Naturally infected,,"Culture-based,DNA-based,Other","feed characteristics,other",,"I put ""Other"" because I wasn't sure what the Reveal Test was. I didn't extract Appendix 1 serotypes because, from the title, it sounds like they're animal samples rather than animal feed samples. Risk Factor - Other = Year",,,
5394,"jan.sargeant,SarahTotton",3,2014,USA,North America,Single group observational,Not Specified,Not specified,Not Reported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dairy cattle,Beef cattle,Sheep,Goats,Swine,Poultry, not further specified,Not reported",feed,"Brewers,animal byproducts,mineral mix,Commercial feed,soybean meal,Fish meal,cottonseed,barley,wheat,corn,milk,cottonseed meal,sorghum,rice,alfalfa,Peanut,Screenings,Molasses","Prevalence / proportion positive,Serotype(s) present in food / food environment / food equipment","Senftenberg,Mbandaka,Tennessee,Montevideo,Schwarzewngrund,Johannesburg,Anatum,Infantis,Agona,Meleagridis,Newport,cerro,I 4,[5],12-i-,Oranienburg,Liverpool,Livingstone,orion,Litchfield,Dublin,Thomasville","Development of validation of methods for detection of Salmonella,Estimating prevalence of Salmonella,Determining serotypes present,Risk factors for prevalence or concentration of Salmonella",Naturally infected,,"Culture-based,DNA-based,Other","feed characteristics,other",,"I put ""Other"" because I wasn't sure what the Reveal Test was. I didn't extract Appendix 1 serotypes because, from the title, it sounds like they're animal samples rather than animal feed samples. Risk Factor - Other = Year",,,They tested prevalence in the feed troughs directly (cultured it) and they tested for Salmonella in the feed by taking it from the farm and feeding it to birds and then testing them (all of those samples were negative)
5394,"jan.sargeant,SarahTotton",3,2014,USA,North America,Single group observational,Not Specified,Not specified,Poultry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dairy cattle,Beef cattle,Sheep,Goats,Swine,Poultry, not further specified,Not reported",feed,"Brewers,animal byproducts,mineral mix,Commercial feed,soybean meal,Fish meal,cottonseed,barley,wheat,corn,milk,cottonseed meal,sorghum,rice,alfalfa,Peanut,Screenings,Molasses","Prevalence / proportion positive,Serotype(s) present in food / food environment / food equipment","Senftenberg,Mbandaka,Tennessee,Montevideo,Schwarzewngrund,Johannesburg,Anatum,Infantis,Agona,Meleagridis,Newport,cerro,I 4,[5],12-i-,Oranienburg,Liverpool,Livingstone,orion,Litchfield,Dublin,Thomasville","Development of validation of methods for detection of Salmonella,Estimating prevalence of Salmonella,Determining serotypes present,Risk factors for prevalence or concentration of Salmonella",Naturally infected,,"Culture-based,DNA-based,Other","feed characteristics,other",,"I put ""Other"" because I wasn't sure what the Reveal Test was. I didn't extract Appendix 1 serotypes because, from the title, it sounds like they're animal samples rather than animal feed samples. Risk Factor - Other = Year",,,
5394,"jan.sargeant,SarahTotton",3,2014,USA,North America,Single group observational,Not Specified,Not specified,Sheep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dairy cattle,Beef cattle,Sheep,Goats,Swine,Poultry, not further specified,Not reported",feed,"Brewers,animal byproducts,mineral mix,Commercial feed,soybean meal,Fish meal,cottonseed,barley,wheat,corn,milk,cottonseed meal,sorghum,rice,alfalfa,Peanut,Screenings,Molasses","Prevalence / proportion positive,Serotype(s) present in food / food environment / food equipment","Senftenberg,Mbandaka,Tennessee,Montevideo,Schwarzewngrund,Johannesburg,Anatum,Infantis,Agona,Meleagridis,Newport,cerro,I 4,[5],12-i-,Oranienburg,Liverpool,Livingstone,orion,Litchfield,Dublin,Thomasville","Development of validation of methods for detection of Salmonella,Estimating prevalence of Salmonella,Determining serotypes present,Risk factors for prevalence or concentration of Salmonella",Naturally infected,,"Culture-based,DNA-based,Other","feed characteristics,other",,"I put ""Other"" because I wasn't sure what the Reveal Test was. I didn't extract Appendix 1 serotypes because, from the title, it sounds like they're animal samples rather than animal feed samples. Risk Factor - Other = Year",,,
5394,"jan.sargeant,SarahTotton",3,2014,USA,North America,Single group observational,Not Specified,Not specified,Swine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dairy cattle,Beef cattle,Sheep,Goats,Swine,Poultry, not further specified,Not reported",feed,"Brewers,animal byproducts,mineral mix,Commercial feed,soybean meal,Fish meal,cottonseed,barley,wheat,corn,milk,cottonseed meal,sorghum,rice,alfalfa,Peanut,Screenings,Molasses","Prevalence / proportion positive,Serotype(s) present in food / food environment / food equipment","Senftenberg,Mbandaka,Tennessee,Montevideo,Schwarzewngrund,Johannesburg,Anatum,Infantis,Agona,Meleagridis,Newport,cerro,I 4,[5],12-i-,Oranienburg,Liverpool,Livingstone,orion,Litchfield,Dublin,Thomasville","Development of validation of methods for detection of Salmonella,Estimating prevalence of Salmonella,Determining serotypes present,Risk factors for prevalence or concentration of Salmonella",Naturally infected,,"Culture-based,DNA-based,Other","feed characteristics,other",,"I put ""Other"" because I wasn't sure what the Reveal Test was. I didn't extract Appendix 1 serotypes because, from the title, it sounds like they're animal samples rather than animal feed samples. Risk Factor - Other = Year",,,
5658,"SarahTotton,Ellen_Vriezen",3,2005,USA,North America,Laboratory study (experimental),Not Specified,Not specified,Not Reported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not reported,feed,Fish meal,"Concentration,Serotype(s) present in food / food environment / food equipment",Typhimurium,"Estimating concentration of Salmonella,Evaluation of interventions to reduce Salmonella",,,,,radiofrequency heating,,,,
7668,"SarahTotton,Ellen_Vriezen",3,2007,Canada,North America,Diagnostic test evaluation,Not Specified,Not specified,Poultry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chicken, not further specified",feed,"soybean meal,Fish meal,wheat,oats,corn","Prevalence / proportion positive,Serotype(s) present in food / food environment / food equipment",Typhimurium,"Development of validation of methods for detection of Salmonella,Estimating prevalence of Salmonella",Deliberately innoculated,,"Culture-based,DNA-based,Enrichment methods",,,,,,
8706,"SarahTotton,Ellen_Vriezen",3,2007,Canada,North America,Laboratory study (experimental),Not Specified,Not specified,Not Reported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not reported,feed,animal byproducts,"Concentration,Survival time,Serotype(s) present in food / food environment / food equipment",Typhimurium,"Estimating concentration of Salmonella,Estimating survival time of Salmonella,Evaluation of interventions to reduce Salmonella",,,,,"heat, radiation",,,,
9138,"SarahTotton,Mikalya_Plishka",3,2020,USA,North America,Laboratory study (experimental),Not Specified,Not specified,Poultry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Broiler chickens,Poultry, not further specified","feed,equipment","Mash,rice","Prevalence / proportion positive,Concentration,Serotype(s) present in food / food environment / food equipment",Enteritidis,"Estimating prevalence of Salmonella,Estimating concentration of Salmonella,Evaluation of interventions to reduce Salmonella",,,,,"surface sanitation and feed sequencing, essential oils, medium-chain fatty acids",,,,
9297,"Ellen_Vriezen,Mikalya_Plishka",3,1997,USA,North America,Diagnostic test evaluation,Not Specified,Not specified,Poultry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Swine,Broiler chickens,Laying hens",feed,animal byproducts,"Prevalence / proportion positive,Serotype(s) present in food / food environment / food equipment","Senftenberg,Montevideo,Heidelberg","Development of validation of methods for detection of Salmonella,Estimating prevalence of Salmonella",Both natural and innoculated evaluated,,"Culture-based,DNA-based,Other",,,,,,
9297,"Ellen_Vriezen,Mikalya_Plishka",3,1997,USA,North America,Diagnostic test evaluation,Not Specified,Not specified,Swine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Swine,Broiler chickens,Laying hens",feed,animal byproducts,"Prevalence / proportion positive,Serotype(s) present in food / food environment / food equipment","Senftenberg,Montevideo,Heidelberg","Development of validation of methods for detection of Salmonella,Estimating prevalence of Salmonella",Both natural and innoculated evaluated,,"Culture-based,DNA-based,Other",,,,,,
939,"Ellen_Vriezen,Mikalya_Plishka",3,2018,USA,North America,Laboratory study (experimental),Not Specified,Not specified,Not Reported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not reported,feed,animal byproducts,"Survival time,Serotype(s) present in food / food environment / food equipment","Senftenberg,Tennessee,Montevideo,Schwarzewngrund,Infantis,Enteritidis,Typhimurium,Heidelberg",Development of validation of methods for detection of Salmonella,Deliberately innoculated,,Enrichment methods,,,,,,
9743,"Ellen_Vriezen,Mikalya_Plishka",3,2015,Mexico,North America,Laboratory study (experimental),Not Specified,Not specified,Ruminants (Other),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ruminants, not further specified",feed,"premix,corn,Molasses,Corn bran,dry coffee pulp,sugar cane mash,alfalfa hay",Concentration,Not specified / any or all combined / Salmonella spp.,Estimating concentration of Salmonella,,,,,,,,,
9783,"Ellen_Vriezen,Mikalya_Plishka",3,1997,USA,North America,Laboratory study (experimental),Not Specified,Not specified,Poultry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Poultry, not further specified",feed,"soybean meal,Meat and bone meal","Concentration,Survival time,Serotype(s) present in food / food environment / food equipment",Typhimurium,"Estimating concentration of Salmonella,Estimating survival time of Salmonella,Evaluation of interventions to reduce Salmonella",,,,,gamma irradiation,,,,
2335,"SarahTotton,Mikalya_Plishka",3,2013,New Zealand,Oceania,Molecular studies,Feed Manufacturing Plant,Feed manufacturing plant,Poultry,,,,,,,,,"Poultry, not further specified","feed,environment",broll (contains wheat flour and grain),"Molecular characteristics,Reported &ldquo;Salmonella present&rdquo; (or +) without a denominator,Serotype(s) present in food / food environment / food equipment",Typhimurium,"Molecular characterization (descriptive),Evaluation of linkage to illness in humans",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The only relevant part of this paper is the molecular characterization of the contaminated poultry feed isolates, since the poultry feed did not cause the human outbreak--they simply shared the same contaminated wheat.",,,
2971,"Ellen_Vriezen,Mikalya_Plishka",3,2010,Australia,Oceania,Diagnostic test evaluation,Feed Manufacturing Plant,Feed manufacturing plant,Poultry,,,,,,,,,Broiler chickens,feed,Not reported,"Prevalence / proportion positive,Results were combined among sample types","Not specified / any or all combined / Salmonella spp.,Mbandaka,Infantis,Agona,Ohio,Muenster","Development of validation of methods for detection of Salmonella,Estimating prevalence of Salmonella,Estimating concentration of Salmonella",Both natural and innoculated evaluated,"Culture-based,Enrichment methods",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,natural and innoculated are combined,,,
419,"SarahTotton,Ellen_Vriezen",3,2019,Australia,Oceania,Analytical observational,Feed Manufacturing Plant,Feed manufacturing plant,Poultry,,,,,,,,,"Ruminants, not further specified,Swine,Poultry, not further specified","feed,equipment","Not reported,dry grain,pelleted feed,animal byproducts,Soybean meal,Sunflower meal,cottonseed meal,canola meal","Prevalence / proportion positive,Odds ratios / risk ratios,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Senftenberg,Mbandaka,Tennessee,Montevideo,Johannesburg,Anatum,Infantis,Agona,Amsterdam,4,12:d:-,Give,Orion,Typhimurium,Rissen,Kiambu,Cubana,Worthington,Havana,Singapore,Liverpool,Zanzibar,Cerro,Ohio,Adelaide,Livingstone,Muenchen,Orientalis,Bredeney,Lille,Oranienburg,Schwarzengrund,Fremantle,Hvittingfoss,Muenster,Potsdam,Sal.subsp 1 ser 6,7,Aberdeen,Banana,Derby,Kottbus,Newport,Ouakam,Virchow,Alachua,Albany,Alsterdorf,Chailey,Champaign,Charity,Idikan,Isangi,Paratyphi BV Java,Lansing,London,Menston,Minnesota,Putten,Ruiru,Saintpaul,Waltevreden,Wandsbek","Estimating prevalence of Salmonella,Determining serotypes present,Risk factors for prevalence or concentration of Salmonella",,,"plant characteristics,feed characteristics",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419,"SarahTotton,Ellen_Vriezen",3,2019,Australia,Oceania,Analytical observational,Feed Manufacturing Plant,Feed manufacturing plant,Ruminants (Other),,,,,,,,,"Ruminants, not further specified,Swine,Poultry, not further specified","feed,equipment","Not reported,dry grain,pelleted feed,animal byproducts,Soybean meal,Sunflower meal,cottonseed meal,canola meal","Prevalence / proportion positive,Odds ratios / risk ratios,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Senftenberg,Mbandaka,Tennessee,Montevideo,Johannesburg,Anatum,Infantis,Agona,Amsterdam,4,12:d:-,Give,Orion,Typhimurium,Rissen,Kiambu,Cubana,Worthington,Havana,Singapore,Liverpool,Zanzibar,Cerro,Ohio,Adelaide,Livingstone,Muenchen,Orientalis,Bredeney,Lille,Oranienburg,Schwarzengrund,Fremantle,Hvittingfoss,Muenster,Potsdam,Sal.subsp 1 ser 6,7,Aberdeen,Banana,Derby,Kottbus,Newport,Ouakam,Virchow,Alachua,Albany,Alsterdorf,Chailey,Champaign,Charity,Idikan,Isangi,Paratyphi BV Java,Lansing,London,Menston,Minnesota,Putten,Ruiru,Saintpaul,Waltevreden,Wandsbek","Estimating prevalence of Salmonella,Determining serotypes present,Risk factors for prevalence or concentration of Salmonella",,,"plant characteristics,feed characteristics",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419,"SarahTotton,Ellen_Vriezen",3,2019,Australia,Oceania,Analytical observational,Feed Manufacturing Plant,Feed manufacturing plant,Swine,,,,,,,,,"Ruminants, not further specified,Swine,Poultry, not further specified","feed,equipment","Not reported,dry grain,pelleted feed,animal byproducts,Soybean meal,Sunflower meal,cottonseed meal,canola meal","Prevalence / proportion positive,Odds ratios / risk ratios,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Senftenberg,Mbandaka,Tennessee,Montevideo,Johannesburg,Anatum,Infantis,Agona,Amsterdam,4,12:d:-,Give,Orion,Typhimurium,Rissen,Kiambu,Cubana,Worthington,Havana,Singapore,Liverpool,Zanzibar,Cerro,Ohio,Adelaide,Livingstone,Muenchen,Orientalis,Bredeney,Lille,Oranienburg,Schwarzengrund,Fremantle,Hvittingfoss,Muenster,Potsdam,Sal.subsp 1 ser 6,7,Aberdeen,Banana,Derby,Kottbus,Newport,Ouakam,Virchow,Alachua,Albany,Alsterdorf,Chailey,Champaign,Charity,Idikan,Isangi,Paratyphi BV Java,Lansing,London,Menston,Minnesota,Putten,Ruiru,Saintpaul,Waltevreden,Wandsbek","Estimating prevalence of Salmonella,Determining serotypes present,Risk factors for prevalence or concentration of Salmonella",,,"plant characteristics,feed characteristics",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4315,"SarahTotton,Mikalya_Plishka",3,2003,Australia,Oceania,Single group observational,Feed Manufacturing Plant,"Feed manufacturing plant,On-farm (including farmed fish sites)",Poultry,,,,,,,,,Laying hens,feed,meat meal,"Reported &ldquo;Salmonella present&rdquo; (or +) without a denominator,Serotype(s) present in food / food environment / food equipment",Johannesburg,"Determining serotypes present,Outbreak investigation",,,,,,,,,,,,,,,,,,,,,,Laying hens,environment,,"Reported &ldquo;Salmonella present&rdquo; (or +) without a denominator,Serotype(s) present in food / food environment / food equipment","Infantis,Agona","Determining serotypes present,Outbreak investigation",,,,,,,,,,,,,,,,,"I know we're not supposed to extract Determining serotypes present for an outbreak, but in this study, they found serotypes that weren't the cause of the outbreak, so I extracted them.",,,
2700,"Ellen_Vriezen,Mikalya_Plishka",3,2011,"Not reported,USA,Ecuador,Australia,Uruguay,Taiwan,Thailand,Chile,Peru,American Samoa",Oceania,Molecular studies,Feed Transportation,Feed transportation (e.g. feed trucks),Not Reported,,,,,,,,,,,,,,,,,,,,Not reported,feed,Not reported,"Molecular characteristics,Antimicrobial resistance,Serotype(s) present in food / food environment / food equipment","Senftenberg,Mbandaka,Montevideo,Johannesburg,Anatum,Infantis,Oranienburg,Amager,Schwarzengrund,Kentucky,Indiana,II,Ohio,Chester,Siegburg,Adelaide,Rissen,Livingstone,Havana,Fresno,Saintpaul,Babelsberg,Aberdeen","Determining antimicrobial resistance,Determining serotypes present,Molecular characterization (descriptive),Risk factors for prevalence or concentration of Salmonella",geographic region,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1918,"Ellen_Vriezen,Mikalya_Plishka",3,2014,Australia,Oceania,Single group observational,On-farm,On-farm (including farmed fish sites),Cattle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dairy cattle,Sheep,Goats",feed,"dry grain,pelleted feed,Hay",Prevalence / proportion positive,Not specified / any or all combined / Salmonella spp.,Estimating prevalence of Salmonella,,,,,,,,,,,,,,,,,,,,
