Refid,User,Level,year,country,continent,st_design,NR?,setting,species,serotype,NR_serotype,field_sources,field_outcomes,field_serotype,field_purpose,field_risk,field_interv,plant_species,plant_sources,plant_feedstuff,plant_outcomes,plant_serotype,plant_purpose,plant_innoc,plant_lab,plant_risk,plant_surv,plant_interv,trans_species,trans_sources,trans_feedstuff,trans_outcomes,trans_serotype,trans_purpose,trans_risk,retail_species,retail_sources,retail_feedstuff,retail_outcomes,retail_serotype,retail_purpose,retail_innoc,retail_lab,retail_risk,farm_species,farm_sources,farm_feedstuff,farm_outcomes,farm_serotype,farm_purpose,farm_innoc,farm_surv,farm_lab,farm_risk,farm_interv,NR_species,NR_sources,NR_feedstuff,NR_outcomes,NR_serotype,NR_purpose,NR_innoc,NR_surv,NR_lab,NR_risk,NR_interv,Comments
3693,"SarahTotton,Mikalya_Plishka",3,2006,Not reported,Not Reported,Diagnostic test evaluation,Yes,Not specified,Poultry,S. Typhimurium,"Enteritidis,Typhimurium",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Poultry, not further specified",feed,not reported,None of the above,"Enteritidis,Typhimurium","Development of validation of methods for detection of Salmonella,Estimating concentration of Salmonella",Deliberately innoculated,,DNA-based,,,Sensitivity (detection limit) was an outcome. Outcome for feed not reported for Hadar.
3693,"SarahTotton,Mikalya_Plishka",3,2006,Not reported,Not Reported,Diagnostic test evaluation,Yes,Not specified,Poultry,S. Enteritidis,"Enteritidis,Typhimurium",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Poultry, not further specified",feed,not reported,None of the above,"Enteritidis,Typhimurium","Development of validation of methods for detection of Salmonella,Estimating concentration of Salmonella",Deliberately innoculated,,DNA-based,,,Sensitivity (detection limit) was an outcome. Outcome for feed not reported for Hadar.
564,"SarahTotton,Mikalya_Plishka",3,2019,Not reported,Not Reported,Clinical / field trial with natural disease exposure,Yes,Not specified,Poultry,S. spp,Not specified / any or all combined / Salmonella spp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Broiler chickens,feed,not reported,Concentration,Not specified / any or all combined / Salmonella spp.,"Estimating concentration of Salmonella,Evaluation of interventions to reduce Salmonella",,,,,"Novacid (non-antibiotic), bacitracin methylene disalicylate","This was a challenge study, but the challenge bacteria was E. coli, not Salmonella. I'm assuming all Salmonella present was natural. The diet was corn-soybean meal."
10150,"SarahTotton,Ellen_Vriezen",3,2017,Not reported,Not Reported,Laboratory study (experimental),Yes,Not specified,Poultry,S. spp,Not specified / any or all combined / Salmonella spp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Broiler chickens,feed,not reported,"Concentration,Survival time",Not specified / any or all combined / Salmonella spp.,"Estimating concentration of Salmonella,Estimating survival time of Salmonella,Evaluation of interventions to reduce Salmonella",,,,,lemon grass essential oil,
18294,"SarahTotton,Ellen_Vriezen",3,1999,Not reported,Not Reported,Single group observational,Yes,Not specified,Poultry,S. spp,Not specified / any or all combined / Salmonella spp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Broiler chickens,feed,animal byproducts,Reported &ldquo;Salmonella absent&rdquo; (or -) without a denominator,Not specified / any or all combined / Salmonella spp.,Estimating prevalence of Salmonella,,,,,,All samples were negative for Salmonella.
11054,"Ellen_Vriezen,Mikalya_Plishka",3,2008,Not reported,Not Reported,Clinical / field trial with natural disease exposure,Yes,Not specified,Poultry,S. spp,Not specified / any or all combined / Salmonella spp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laying hens,feed,"soybean meal,egg","Prevalence / proportion positive,Molecular characteristics",Not specified / any or all combined / Salmonella spp.,"Estimating prevalence of Salmonella,Molecular characterization (descriptive),Risk factors for prevalence or concentration of Salmonella",,,,feed characteristics,,
3592,"SarahTotton,Mikalya_Plishka",3,2007,Not reported,Not Reported,Laboratory study (experimental),Yes,Not specified,Poultry,S. spp,Not specified / any or all combined / Salmonella spp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Poultry, not further specified",feed,"Fish meal,Bone meal",Reported &ldquo;Salmonella absent&rdquo; (or -) without a denominator,Not specified / any or all combined / Salmonella spp.,"Estimating prevalence of Salmonella,Evaluation of interventions to reduce Salmonella",,,,,gamma radiation,Outcome was the radiation doses required to reduce the total microbial load and Salmonella sp. one log cycle (D10)
10492,"SarahTotton,Ellen_Vriezen",3,2006,Not reported,Not Reported,Single group observational,Yes,Not specified,Poultry,S. spp,Not specified / any or all combined / Salmonella spp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Poultry, not further specified",feed,"not reported,Fish meal",Prevalence / proportion positive,Not specified / any or all combined / Salmonella spp.,Estimating prevalence of Salmonella,,,,,,All feed samples were negative for Salmonella.
4038,"SarahTotton,Mikalya_Plishka",3,2004,Not reported,Not Reported,Laboratory study (experimental),Yes,Not specified,Poultry,S. Senftenberg,"Senftenberg,Enteritidis",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laying hens,"feed,equipment","Commercial feed,rapeseed","Prevalence / proportion positive,Serotype(s) present in food / food environment / food equipment","Senftenberg,Enteritidis",Evaluation of interventions to reduce Salmonella,,,,,disinfection,
4038,"SarahTotton,Mikalya_Plishka",3,2004,Not reported,Not Reported,Laboratory study (experimental),Yes,Not specified,Poultry,S. Enteritidis,"Senftenberg,Enteritidis",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laying hens,"feed,equipment","Commercial feed,rapeseed","Prevalence / proportion positive,Serotype(s) present in food / food environment / food equipment","Senftenberg,Enteritidis",Evaluation of interventions to reduce Salmonella,,,,,disinfection,
589,"SarahTotton,Mikalya_Plishka",3,2019,Not reported,Not Reported,Diagnostic test evaluation,Yes,Not specified,Poultry,S. Senftenberg,"Senftenberg,Tennessee,Montevideo,Schwarzewngrund,Infantis,Enteritidis,Typhimurium,Heidelberg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Poultry, not further specified",feed,animal byproducts,"Prevalence / proportion positive,Serotype(s) present in food / food environment / food equipment","Senftenberg,Tennessee,Montevideo,Schwarzewngrund,Infantis,Enteritidis,Typhimurium,Heidelberg",Development of validation of methods for detection of Salmonella,Deliberately innoculated,,Culture-based,,,"This is a weird study. It could even be seen as an intervention study? Not sure how to characterize this. Jan says (Feb 8th, 2021) that this is a diagnostic study."
589,"SarahTotton,Mikalya_Plishka",3,2019,Not reported,Not Reported,Diagnostic test evaluation,Yes,Not specified,Poultry,S. Montevideo,"Senftenberg,Tennessee,Montevideo,Schwarzewngrund,Infantis,Enteritidis,Typhimurium,Heidelberg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Poultry, not further specified",feed,animal byproducts,"Prevalence / proportion positive,Serotype(s) present in food / food environment / food equipment","Senftenberg,Tennessee,Montevideo,Schwarzewngrund,Infantis,Enteritidis,Typhimurium,Heidelberg",Development of validation of methods for detection of Salmonella,Deliberately innoculated,,Culture-based,,,"This is a weird study. It could even be seen as an intervention study? Not sure how to characterize this. Jan says (Feb 8th, 2021) that this is a diagnostic study."
589,"SarahTotton,Mikalya_Plishka",3,2019,Not reported,Not Reported,Diagnostic test evaluation,Yes,Not specified,Poultry,S. Tennessee,"Senftenberg,Tennessee,Montevideo,Schwarzewngrund,Infantis,Enteritidis,Typhimurium,Heidelberg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Poultry, not further specified",feed,animal byproducts,"Prevalence / proportion positive,Serotype(s) present in food / food environment / food equipment","Senftenberg,Tennessee,Montevideo,Schwarzewngrund,Infantis,Enteritidis,Typhimurium,Heidelberg",Development of validation of methods for detection of Salmonella,Deliberately innoculated,,Culture-based,,,"This is a weird study. It could even be seen as an intervention study? Not sure how to characterize this. Jan says (Feb 8th, 2021) that this is a diagnostic study."
589,"SarahTotton,Mikalya_Plishka",3,2019,Not reported,Not Reported,Diagnostic test evaluation,Yes,Not specified,Poultry,S. Infantis,"Senftenberg,Tennessee,Montevideo,Schwarzewngrund,Infantis,Enteritidis,Typhimurium,Heidelberg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Poultry, not further specified",feed,animal byproducts,"Prevalence / proportion positive,Serotype(s) present in food / food environment / food equipment","Senftenberg,Tennessee,Montevideo,Schwarzewngrund,Infantis,Enteritidis,Typhimurium,Heidelberg",Development of validation of methods for detection of Salmonella,Deliberately innoculated,,Culture-based,,,"This is a weird study. It could even be seen as an intervention study? Not sure how to characterize this. Jan says (Feb 8th, 2021) that this is a diagnostic study."
589,"SarahTotton,Mikalya_Plishka",3,2019,Not reported,Not Reported,Diagnostic test evaluation,Yes,Not specified,Poultry,S. Typhimurium,"Senftenberg,Tennessee,Montevideo,Schwarzewngrund,Infantis,Enteritidis,Typhimurium,Heidelberg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Poultry, not further specified",feed,animal byproducts,"Prevalence / proportion positive,Serotype(s) present in food / food environment / food equipment","Senftenberg,Tennessee,Montevideo,Schwarzewngrund,Infantis,Enteritidis,Typhimurium,Heidelberg",Development of validation of methods for detection of Salmonella,Deliberately innoculated,,Culture-based,,,"This is a weird study. It could even be seen as an intervention study? Not sure how to characterize this. Jan says (Feb 8th, 2021) that this is a diagnostic study."
589,"SarahTotton,Mikalya_Plishka",3,2019,Not reported,Not Reported,Diagnostic test evaluation,Yes,Not specified,Poultry,S. Enteritidis,"Senftenberg,Tennessee,Montevideo,Schwarzewngrund,Infantis,Enteritidis,Typhimurium,Heidelberg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Poultry, not further specified",feed,animal byproducts,"Prevalence / proportion positive,Serotype(s) present in food / food environment / food equipment","Senftenberg,Tennessee,Montevideo,Schwarzewngrund,Infantis,Enteritidis,Typhimurium,Heidelberg",Development of validation of methods for detection of Salmonella,Deliberately innoculated,,Culture-based,,,"This is a weird study. It could even be seen as an intervention study? Not sure how to characterize this. Jan says (Feb 8th, 2021) that this is a diagnostic study."
2725,"SarahTotton,Mikalya_Plishka",3,2011,Not reported,Not Reported,Laboratory study (experimental),Yes,Not specified,Poultry,S. Senftenberg,"Senftenberg,Typhimurium",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Poultry, not further specified",feed,"dry grain,pelleted feed,not reported","Molecular characteristics,Reported &ldquo;Salmonella present&rdquo; (or +) without a denominator,Reported &ldquo;Salmonella absent&rdquo; (or -) without a denominator,Serotype(s) present in food / food environment / food equipment","Senftenberg,Typhimurium","Development of validation of methods for detection of Salmonella,Evaluation of interventions to reduce Salmonella",Deliberately innoculated,,"DNA-based,Other",,steam processing,Also looked at An immunomagnetic separation technique was evaluated for increased recovery of Salmonella from feed. Limit of detection was another outcome reported.
2725,"SarahTotton,Mikalya_Plishka",3,2011,Not reported,Not Reported,Laboratory study (experimental),Yes,Not specified,Poultry,S. Typhimurium,"Senftenberg,Typhimurium",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Poultry, not further specified",feed,"dry grain,pelleted feed,not reported","Molecular characteristics,Reported &ldquo;Salmonella present&rdquo; (or +) without a denominator,Reported &ldquo;Salmonella absent&rdquo; (or -) without a denominator,Serotype(s) present in food / food environment / food equipment","Senftenberg,Typhimurium","Development of validation of methods for detection of Salmonella,Evaluation of interventions to reduce Salmonella",Deliberately innoculated,,"DNA-based,Other",,steam processing,Also looked at An immunomagnetic separation technique was evaluated for increased recovery of Salmonella from feed. Limit of detection was another outcome reported.
2441,"SarahTotton,Mikalya_Plishka",3,2012,Not reported,Not Reported,Diagnostic test evaluation,Yes,Not specified,Poultry,S. Typhimurium,"Tennessee,Enteritidis,Typhimurium,Berta,Kentucky",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Poultry, not further specified",feed,"soybean meal,Corn germ meal","None of the above,Serotype(s) present in food / food environment / food equipment","Tennessee,Enteritidis,Typhimurium,Berta,Kentucky",Development of validation of methods for detection of Salmonella,Deliberately innoculated,,"Culture-based,DNA-based,Enrichment methods",,,feed was raw soy meal and raw corn germ meal combined. Outcome was limit of detection.
2441,"SarahTotton,Mikalya_Plishka",3,2012,Not reported,Not Reported,Diagnostic test evaluation,Yes,Not specified,Poultry,S. Enteritidis,"Tennessee,Enteritidis,Typhimurium,Berta,Kentucky",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Poultry, not further specified",feed,"soybean meal,Corn germ meal","None of the above,Serotype(s) present in food / food environment / food equipment","Tennessee,Enteritidis,Typhimurium,Berta,Kentucky",Development of validation of methods for detection of Salmonella,Deliberately innoculated,,"Culture-based,DNA-based,Enrichment methods",,,feed was raw soy meal and raw corn germ meal combined. Outcome was limit of detection.
2441,"SarahTotton,Mikalya_Plishka",3,2012,Not reported,Not Reported,Diagnostic test evaluation,Yes,Not specified,Poultry,S. Tennessee,"Tennessee,Enteritidis,Typhimurium,Berta,Kentucky",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Poultry, not further specified",feed,"soybean meal,Corn germ meal","None of the above,Serotype(s) present in food / food environment / food equipment","Tennessee,Enteritidis,Typhimurium,Berta,Kentucky",Development of validation of methods for detection of Salmonella,Deliberately innoculated,,"Culture-based,DNA-based,Enrichment methods",,,feed was raw soy meal and raw corn germ meal combined. Outcome was limit of detection.
5270,"SarahTotton,Mikalya_Plishka",3,1995,Not reported,Not Reported,Laboratory study (experimental),Yes,Not specified,Poultry,S. Typhimurium,Typhimurium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Broiler chickens,feed,Mash,"Concentration,Survival time,Serotype(s) present in food / food environment / food equipment",Typhimurium,"Estimating concentration of Salmonella,Estimating survival time of Salmonella,Evaluation of interventions to reduce Salmonella",,,,,acid‐propionic acid mixture (Bio‐add™),
5335,"SarahTotton,Mikalya_Plishka",3,2019,Not reported,Not Reported,Diagnostic test evaluation,Yes,Not specified,Poultry,S. Typhimurium,Typhimurium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chicken, not further specified",feed,not reported,None of the above,Typhimurium,Development of validation of methods for detection of Salmonella,Deliberately innoculated,,Other,,,"Relative sensitivity and relative specificity were reported, but only for all sample types combined, not specifically for feed. The detection method used for comparison was only cited--not described in enough detail for me to tell if it was culture or DNA based."
1330,"SarahTotton,Mikalya_Plishka",3,2017,Not reported,Not Reported,Laboratory study (experimental),Yes,Not specified,Poultry,S. Typhimurium,Typhimurium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chicken, not further specified",feed,not reported,"Concentration,Survival time,Serotype(s) present in food / food environment / food equipment",Typhimurium,"Estimating concentration of Salmonella,Estimating survival time of Salmonella",,,,,,
5724,"SarahTotton,Mikalya_Plishka",3,2003,Not reported,Not Reported,Laboratory study (experimental),Yes,Not specified,Poultry,S. Typhimurium,Typhimurium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laying hens,feed,soybean meal,"Concentration,Survival time,Serotype(s) present in food / food environment / food equipment",Typhimurium,"Estimating concentration of Salmonella,Estimating survival time of Salmonella,Evaluation of interventions to reduce Salmonella",,,,,ZINC AND SODIUM ORGANIC ACID AMENDED FEEDS,
9954,"SarahTotton,Ellen_Vriezen",3,1997,Not reported,Not Reported,Laboratory study (experimental),Yes,Not specified,Poultry,S. Typhimurium,Typhimurium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Poultry, not further specified",feed,"soybean meal,Meat and bone meal","Concentration,Survival time,Serotype(s) present in food / food environment / food equipment",Typhimurium,"Estimating concentration of Salmonella,Estimating survival time of Salmonella,Risk factors for prevalence or concentration of Salmonella,Evaluation of interventions to reduce Salmonella",,,,feed characteristics,ethyl alcohol vs. propionic acid,
11428,"Ellen_Vriezen,Mikalya_Plishka",3,2006,Not reported,Not Reported,Clinical / field trial with natural disease exposure,Yes,Not specified,Sheep,S. spp,Not specified / any or all combined / Salmonella spp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sheep,feed,"silage,citrus pulp,poultry litter,corn forage","Reported &ldquo;Salmonella present&rdquo; (or +) without a denominator,Reported &ldquo;Salmonella absent&rdquo; (or -) without a denominator",Not specified / any or all combined / Salmonella spp.,"Estimating prevalence of Salmonella,Evaluation of interventions to reduce Salmonella",,,,,ensiling,
12695,"SarahTotton,Ellen_Vriezen",3,1996,Not reported,Not Reported,Laboratory study (experimental),Yes,Not specified,Sheep,S. spp,Not specified / any or all combined / Salmonella spp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sheep,feed,"silage,sugar cane molasses,poultry litter,rumen contents","Reported &ldquo;Salmonella present&rdquo; (or +) without a denominator,Reported &ldquo;Salmonella absent&rdquo; (or -) without a denominator",Not specified / any or all combined / Salmonella spp.,"Estimating prevalence of Salmonella,Evaluation of interventions to reduce Salmonella",,,,,"deep stacking, ensiling",
11411,"SarahTotton,Ellen_Vriezen",3,2012,Not reported,Not Reported,Laboratory study (experimental),Yes,Not specified,Swine,S. Typhimurium,"Enteritidis,Typhimurium",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Swine,feed,Commercial feed,"Concentration,Survival time,Serotype(s) present in food / food environment / food equipment","Enteritidis,Typhimurium","Estimating concentration of Salmonella,Estimating survival time of Salmonella,Evaluation of interventions to reduce Salmonella",,,,,radioactive uranium,
11411,"SarahTotton,Ellen_Vriezen",3,2012,Not reported,Not Reported,Laboratory study (experimental),Yes,Not specified,Swine,S. Enteritidis,"Enteritidis,Typhimurium",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Swine,feed,Commercial feed,"Concentration,Survival time,Serotype(s) present in food / food environment / food equipment","Enteritidis,Typhimurium","Estimating concentration of Salmonella,Estimating survival time of Salmonella,Evaluation of interventions to reduce Salmonella",,,,,radioactive uranium,
4352,"SarahTotton,Mikalya_Plishka",3,2002,Not reported,Not Reported,Laboratory study (experimental),Yes,Not specified,Swine,S. Typhimurium,Typhimurium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Swine,feed,"soybean meal,Fish meal,wheat,oats,milk","Concentration,Survival time,Serotype(s) present in food / food environment / food equipment",Typhimurium,"Estimating concentration of Salmonella,Estimating survival time of Salmonella,Evaluation of conditions associated with survival times",,temperature,,,,
9447,"Ellen_Vriezen,Mikalya_Plishka",3,2001,Not reported,Not Reported,Laboratory study (experimental),Yes,Not specified,Swine,S. Typhimurium,Typhimurium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Swine,feed,"mineral mix,barley,wheat,corn,sugar beet pulp,animal fat,Common salt,soya expeller,sugar cane molasses,Potato protein,calcium phosphate,calcium carbonate","Concentration,Survival time,None of the above,Serotype(s) present in food / food environment / food equipment",Typhimurium,"Estimating concentration of Salmonella,Estimating survival time of Salmonella,Evaluation of interventions to reduce Salmonella",,,,,fermentation,
1942,"Ellen_Vriezen,Mikalya_Plishka",3,2014,Not reported,Not Reported,Laboratory study (experimental),Yes,Not specified,Not Reported,S. Agona,"Agona,Typhimurium",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not reported,other,,"Concentration,Survival time","Agona,Typhimurium","Estimating concentration of Salmonella,Estimating survival time of Salmonella,Evaluation of interventions to reduce Salmonella",,,,,desiccation,
1942,"Ellen_Vriezen,Mikalya_Plishka",3,2014,Not reported,Not Reported,Laboratory study (experimental),Yes,Not specified,Not Reported,S. Typhimurium,"Agona,Typhimurium",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not reported,other,,"Concentration,Survival time","Agona,Typhimurium","Estimating concentration of Salmonella,Estimating survival time of Salmonella,Evaluation of interventions to reduce Salmonella",,,,,desiccation,
10226,"Ellen_Vriezen,Mikalya_Plishka",3,1997,Not reported,Not Reported,Analytical observational,Yes,Not specified,Not Reported,S. Anatum,"Anatum,Typhimurium,cerro,Muenster,Binza,Stockholm,kingston,reubeuss,boecker",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not reported,feed,"Commercial feed,not reported,Poultry meal,Meat and bone meal","Prevalence / proportion positive,Molecular characteristics,Serotype(s) present in food / food environment / food equipment","Anatum,Typhimurium,cerro,Muenster,Binza,Stockholm,kingston,reubeuss,boecker","Estimating prevalence of Salmonella,Determining serotypes present,Molecular characterization (descriptive),Risk factors for prevalence or concentration of Salmonella",,,,feed characteristics,,
10226,"Ellen_Vriezen,Mikalya_Plishka",3,1997,Not reported,Not Reported,Analytical observational,Yes,Not specified,Not Reported,S. Typhimurium,"Anatum,Typhimurium,cerro,Muenster,Binza,Stockholm,kingston,reubeuss,boecker",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not reported,feed,"Commercial feed,not reported,Poultry meal,Meat and bone meal","Prevalence / proportion positive,Molecular characteristics,Serotype(s) present in food / food environment / food equipment","Anatum,Typhimurium,cerro,Muenster,Binza,Stockholm,kingston,reubeuss,boecker","Estimating prevalence of Salmonella,Determining serotypes present,Molecular characterization (descriptive),Risk factors for prevalence or concentration of Salmonella",,,,feed characteristics,,
970,"SarahTotton,Mikalya_Plishka",3,2018,Not reported,Not Reported,Diagnostic test evaluation,Yes,Not specified,Not Reported,S. Enteritidis,Enteritidis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not reported,feed,not reported,"Prevalence / proportion positive,Serotype(s) present in food / food environment / food equipment",Enteritidis,"Development of validation of methods for detection of Salmonella,Estimating prevalence of Salmonella",Deliberately innoculated,,"Culture-based,DNA-based",,,
2352,"SarahTotton,Ellen_Vriezen",3,2013,Not reported,Not Reported,Laboratory study (experimental),Yes,Not specified,Not Reported,S. Enteritidis,Enteritidis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not reported,feed,recycled food products,"Concentration,Survival time",Enteritidis,"Estimating concentration of Salmonella,Estimating survival time of Salmonella,Evaluation of interventions to reduce Salmonella",,,,,"food waste,  LAPTg media",
7450,"SarahTotton,Ellen_Vriezen",3,2017,Not reported,Not Reported,Laboratory study (experimental),Yes,Not specified,Not Reported,S. Enteritidis,Enteritidis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not reported,feed,insects,"Concentration,Survival time,Serotype(s) present in food / food environment / food equipment",Enteritidis,"Estimating concentration of Salmonella,Estimating survival time of Salmonella",,,,,,
8559,"SarahTotton,Ellen_Vriezen",3,2014,Not reported,Not Reported,Laboratory study (experimental),Yes,Not specified,Not Reported,S. Enteritidis,Enteritidis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not reported,feed,Fish meal,"Concentration,Serotype(s) present in food / food environment / food equipment",Enteritidis,"Estimating concentration of Salmonella,Evaluation of interventions to reduce Salmonella",,,,,microwave,
12501,"Ellen_Vriezen,Mikalya_Plishka",3,2013,Not reported,Not Reported,Molecular studies,Yes,Not specified,Not Reported,S. Enteritidis,Enteritidis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not reported,feed,not reported,"Results were combined among sample types,Serotype(s) present in food / food environment / food equipment",Enteritidis,Determining antimicrobial resistance,,,,,,
5748,"SarahTotton,Ellen_Vriezen",3,2001,Not reported,Not Reported,Diagnostic test evaluation,Yes,Not specified,Not Reported,S. Typhimurium,"Enteritidis,Typhimurium,Virchow",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not reported,feed,Commercial feed,"Reported &ldquo;Salmonella present&rdquo; (or +) without a denominator,Reported &ldquo;Salmonella absent&rdquo; (or -) without a denominator,Serotype(s) present in food / food environment / food equipment","Enteritidis,Typhimurium,Virchow",Development of validation of methods for detection of Salmonella,Deliberately innoculated,,"Culture-based,Enrichment methods,Other",,,
5748,"SarahTotton,Ellen_Vriezen",3,2001,Not reported,Not Reported,Diagnostic test evaluation,Yes,Not specified,Not Reported,S. Enteritidis,"Enteritidis,Typhimurium,Virchow",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not reported,feed,Commercial feed,"Reported &ldquo;Salmonella present&rdquo; (or +) without a denominator,Reported &ldquo;Salmonella absent&rdquo; (or -) without a denominator,Serotype(s) present in food / food environment / food equipment","Enteritidis,Typhimurium,Virchow",Development of validation of methods for detection of Salmonella,Deliberately innoculated,,"Culture-based,Enrichment methods,Other",,,
953,"Ellen_Vriezen,Mikalya_Plishka",3,2018,Not reported,Not Reported,Diagnostic test evaluation,Yes,Not specified,Not Reported,S. spp,Not specified / any or all combined / Salmonella spp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not reported,feed,not reported,Results were combined among sample types,Not specified / any or all combined / Salmonella spp.,Development of validation of methods for detection of Salmonella,Naturally infected,,DNA-based,,,
3585,"SarahTotton,Mikalya_Plishka",3,2007,Not reported,Not Reported,Diagnostic test evaluation,Yes,Not specified,Not Reported,S. spp,Not specified / any or all combined / Salmonella spp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not reported,feed,not reported,Prevalence / proportion positive,Not specified / any or all combined / Salmonella spp.,"Development of validation of methods for detection of Salmonella,Estimating prevalence of Salmonella",Naturally infected,,"Culture-based,DNA-based",,,"All feed samples tested were naturally contaminated. Other outcomes were sensitivity, specificity and kappa"
5189,"Ellen_Vriezen,Mikalya_Plishka",3,1996,Not reported,Not Reported,Diagnostic test evaluation,Yes,Not specified,Not Reported,S. spp,Not specified / any or all combined / Salmonella spp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not reported,feed,not reported,Results were combined among sample types,Not specified / any or all combined / Salmonella spp.,"Development of validation of methods for detection of Salmonella,Determining serotypes present",Naturally infected,,"Culture-based,Enrichment methods",,,
5190,"jan.sargeant,Ellen_Vriezen",3,1996,Not reported,Not Reported,Diagnostic test evaluation,Yes,Not specified,Not Reported,S. spp,Not specified / any or all combined / Salmonella spp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not reported,feed,animal byproducts,Prevalence / proportion positive,Not specified / any or all combined / Salmonella spp.,"Development of validation of methods for detection of Salmonella,Estimating prevalence of Salmonella",Naturally infected,,"Culture-based,Enrichment methods,Other",,,
5191,"jan.sargeant,Ellen_Vriezen",3,1996,Not reported,Not Reported,Diagnostic test evaluation,Yes,Not specified,Not Reported,S. spp,Not specified / any or all combined / Salmonella spp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not reported,feed,animal byproducts,"Prevalence / proportion positive,Results were combined among sample types",Not specified / any or all combined / Salmonella spp.,"Development of validation of methods for detection of Salmonella,Estimating prevalence of Salmonella,Determining serotypes present",Naturally infected,,"Culture-based,Other",,,
